20191126_IMAC,20191126_IMAC,20191126_IMAC,20191126_IMAC,20191126_IMAC,20191126_IMAC,20191126_IMAC,20191126_IMAC,20191126_IMAC,20191126_IMAC
UV1 (260 nm)_volume,UV1 (260 nm)_mAU,UV2 (280 nm)_volume,UV2 (280 nm)_mAU,Conductivity_volume,Conductivity_mS/cm,%B_volume,%B_%,System Pressure_volume,System Pressure_psi
0.341319680213928,-0.150000007124618,0.341319680213928,1.48400000762194,0.341319680213928,27.9321804046631,0.928946375846863,0,0.931446552276611,6
0.347986727952957,-0.0690000015310943,0.347986727952957,1.57500000204891,0.347986727952957,27.9321804046631,0.937280237674713,0,0.939780414104462,7
0.354653775691986,-0.0180000006366754,0.354653775691986,1.63299997802824,0.354653775691986,27.9321804046631,0.945614099502563,0,0.948114275932312,8
0.361320823431015,0.0779999973019585,0.361320823431015,1.70000002253801,0.361320823431015,27.9307594299316,0.953947961330414,0,0.956448137760162,8
0.367987900972366,0.120999997307081,0.367987900972366,1.77199998870492,0.367987900972366,27.9307594299316,0.962281823158264,0,0.964781999588013,8
0.374654948711395,0.172000000020489,0.374654948711395,1.81899999734014,0.374654948711395,27.9307594299316,0.970615684986115,0,0.973115861415863,8
0.381321996450424,0.218000001041219,0.381321996450424,1.86299998313189,0.381321996450424,27.9307594299316,0.978949546813965,0,0.981449723243713,8
0.387989044189453,0.273999990895391,0.387989044189453,1.90399994608015,0.387989044189453,27.8992328643799,0.987283408641815,0,0.989783585071564,8
0.394656091928482,0.303999986499548,0.394656091928482,1.94800004828721,0.394656091928482,27.8992328643799,0.995617270469666,0,0.998117446899414,8
0.401323169469833,0.319000013405457,0.401323169469833,1.9620000384748,0.401323169469833,27.8992328643799,1.0039427280426,0,1.00644290447235,8
0.407990217208862,0.319000013405457,0.407990217208862,1.9620000384748,0.407990217208862,27.8992328643799,1.0122766494751,0,1.01477682590485,8
0.414657264947891,0.367000000551343,0.414657264947891,1.985999988392,0.414657264947891,27.8992328643799,1.02061057090759,0,1.02311074733734,8
0.42132431268692,0.411999993957579,0.42132431268692,2.02900008298457,0.42132431268692,27.8992328643799,1.02894449234009,0,1.03144466876984,8
0.427991360425949,0.455000001238659,0.427991360425949,2.06999992951751,0.427991360425949,27.8992328643799,1.03727841377258,0,1.03977859020233,8
0.434658408164978,0.464000011561438,0.434658408164978,2.08200002089143,0.434658408164978,27.8978118896484,1.04561221599579,0,1.04811239242554,7
0.441325485706329,0.491000013425946,0.441325485706329,2.08300002850592,0.441325485706329,27.8992328643799,1.05394613742828,0,1.05644631385803,8
0.447992533445358,0.522000016644597,0.447992533445358,2.10699997842312,0.447992533445358,27.8992328643799,1.06227993965149,0,1.06478011608124,8
0.454659581184387,0.52900001173839,0.454659581184387,2.12999992072582,0.454659581184387,27.8992328643799,1.07061386108398,0,1.07311403751373,8
0.461326628923416,0.554000027477741,0.461326628923416,2.12400010786951,0.461326628923416,27.8992328643799,1.07894766330719,0,1.08144783973694,8
0.467993676662445,0.568000017665327,0.467993676662445,2.14500003494322,0.467993676662445,27.8992328643799,1.08728158473969,0,1.08978176116943,8
0.474660754203796,0.56600000243634,0.474660754203796,2.13999999687076,0.474660754203796,27.8992328643799,1.09561538696289,0,1.09811556339264,8
0.481327801942825,0.600000028498471,0.481327801942825,2.12599989026785,0.481327801942825,27.8677082061768,1.10394930839539,0,1.10644948482513,8
0.487994849681854,0.598000013269484,0.487994849681854,2.15100008063018,0.487994849681854,27.8992328643799,1.11228311061859,0,1.11478328704834,8
0.494661897420883,0.598000013269484,0.494661897420883,2.15100008063018,0.494661897420883,27.8992328643799,1.12190866470337,0,1.13399302959442,8
0.501328945159912,0.598000013269484,0.501328945159912,2.12300010025501,0.501328945159912,27.8691291809082,1.19232928752899,0,1.22566449642181,9
0.507995963096619,0.599000020883977,0.507995963096619,2.11400003172457,0.507995963096619,27.8691291809082,1.27575087547302,0,1.30066907405853,23
0.514662981033325,0.60600001597777,0.514662981033325,2.10499996319413,0.514662981033325,27.8691291809082,1.3590053319931,0,1.39225733280182,29
0.521329998970032,0.598000013269484,0.521329998970032,2.09599989466369,0.521329998970032,27.8691291809082,1.44226038455963,0,1.46726179122925,28
0.527997016906738,0.585999980103225,0.527997016906738,2.05900007858872,0.527997016906738,27.8691291809082,1.52559804916382,0,1.55059945583344,28
0.534664034843445,0.593999982811511,0.534664034843445,2.04199994914234,0.534664034843445,27.8691291809082,1.60893642902374,0,1.63393783569336,28
0.541331052780151,0.609999988228083,0.541331052780151,2.03899992629886,0.541331052780151,27.8691291809082,1.69227409362793,0,1.71727550029755,28
0.547998070716858,0.625999993644655,0.547998070716858,2.01499997638166,0.547998070716858,27.8705501556396,1.77561247348785,0,1.80061388015747,28
0.554665148258209,0.612000003457069,0.554665148258209,2.00999993830919,0.554665148258209,27.8705501556396,1.85895013809204,0,1.88395154476166,28
0.561332166194916,0.613000011071563,0.561332166194916,1.97299988940358,0.561332166194916,27.8705501556396,1.94228851795197,0,1.96728992462158,28
0.567999124526978,0.625999993644655,0.567999124526978,1.95800000801682,0.567999124526978,27.8705501556396,2.02562618255615,0,2.05896186828613,28
0.574666142463684,0.622000021394342,0.574666142463684,1.93899997975677,0.574666142463684,27.8705501556396,2.10896492004395,0,2.14230060577393,28
0.581333160400391,0.618999998550862,0.581333160400391,1.90499995369464,0.581333160400391,27.8726825714111,2.192302942276,0,2.22563862800598,28
0.588000237941742,0.618999998550862,0.588000237941742,1.90499995369464,0.588000237941742,27.8726825714111,2.27564167976379,0,2.30064344406128,28
0.594667255878448,0.624999986030161,0.594667255878448,1.88400002662092,0.594667255878448,27.8726825714111,2.35897970199585,0,2.38398146629334,28
0.60133421421051,0.608999980613589,0.60133421421051,1.85600004624575,0.60133421421051,27.8726825714111,2.44231820106506,0,2.47565388679504,28
0.608001232147217,0.61500002630055,0.608001232147217,1.81499996688217,0.608001232147217,27.8726825714111,2.52565622329712,0,2.5589919090271,28
0.614668250083923,0.64300000667572,0.614668250083923,1.81199994403869,0.614668250083923,27.8741073608398,2.60899496078491,0,2.64233064651489,28
0.621335327625275,0.630999973509461,0.621335327625275,1.77800003439188,0.621335327625275,27.8741073608398,2.69233298301697,0,2.72566866874695,28
0.628002345561981,0.618999998550862,0.628002345561981,1.73799996264279,0.628002345561981,27.8741073608398,2.77567172050476,0,2.80900740623474,28
0.634669303894043,0.615999975707382,0.634669303894043,1.69599999208003,0.634669303894043,27.8741073608398,2.85892653465271,0,2.89226222038269,28
0.64156973361969,0.612000003457069,0.64156973361969,1.66399998124689,0.64156973361969,27.8755264282227,2.9422652721405,0,2.97560024261475,28
0.660004138946533,0.564999994821846,0.660004138946533,1.5379999531433,0.660004138946533,27.9070587158203,3.02560329437256,0,3.05060505867004,28
0.66207093000412,0.670999987050891,0.66207093000412,1.55000004451722,0.66207093000412,27.9070587158203,3.10894179344177,0,3.14227676391602,28
0.665146052837372,0.670999987050891,0.665146052837372,1.55000004451722,0.665146052837372,27.9385929107666,3.19227981567383,0,3.21728157997131,28
0.665812790393829,0.798000022768974,0.665812790393829,1.63700000848621,0.665812790393829,27.9385929107666,3.27561831474304,0,3.30061936378479,28
0.667212903499603,0.798000022768974,0.667212903499603,1.63700000848621,0.667212903499603,27.9407272338867,3.35895609855652,0,3.383957862854,28
0.668879687786102,0.960999983362854,0.668879687786102,1.7369999550283,0.668879687786102,27.9407272338867,3.44229459762573,0,3.47562956809998,28
0.670546472072601,1.19600002653897,0.670546472072601,1.89299997873604,0.670546472072601,27.9407272338867,3.52563261985779,0,3.55063438415527,28
0.6722132563591,1.47799996193498,0.6722132563591,2.10699997842312,0.6722132563591,27.9407272338867,3.608971118927,0,3.63397216796875,28
0.673880040645599,1.79100001696497,0.673880040645599,2.3590000346303,0.673880040645599,27.9421539306641,3.69230890274048,0,3.71731066703796,28
0.675546765327454,2.10699997842312,0.675546765327454,2.63500004075468,0.675546765327454,27.9421539306641,3.77564740180969,0,3.80898237228394,28
0.677213549613953,2.40999995730817,0.677213549613953,2.90800002403557,0.677213549613953,27.9421539306641,3.85898542404175,0,3.88398718833923,28
0.678880333900452,2.66600004397333,0.678880333900452,3.16999992355704,0.678880333900452,27.9421539306641,3.94232392311096,0,3.96732497215271,28
0.680547118186951,2.86699994467199,0.680547118186951,3.37200006470084,0.680547118186951,27.9421539306641,4.02566194534302,0,4.05899667739868,28
0.68221390247345,3.03100002929568,0.68221390247345,3.52300005033612,0.68221390247345,27.9421539306641,4.10899972915649,0,4.142333984375,28
0.683880627155304,3.19500011391938,0.683880627155304,3.65499989129603,0.683880627155304,27.9435787200928,4.19233703613281,0,4.21733808517456,28
0.685547411441803,3.34200006909668,0.685547411441803,3.80200007930398,0.685547411441803,27.9435787200928,4.27567529678345,0,4.30892610549927,28
0.687214195728302,3.37899988517165,0.687214195728302,3.87199991382658,0.687214195728302,27.9435787200928,4.35892915725708,0,4.39234733581543,28
0.688880980014801,3.37899988517165,0.688880980014801,3.87199991382658,0.688880980014801,27.9435787200928,4.44226694107056,0,4.47560167312622,28
0.6905477643013,3.39299999177456,0.6905477643013,3.88099998235703,0.6905477643013,27.9751167297363,4.52560472488403,0,4.5589394569397,28
0.692214488983154,3.38399992324412,0.692214488983154,3.87299992144108,0.692214488983154,27.9435787200928,4.60894203186035,0,4.64227676391602,28
0.693881273269653,3.35899996571243,0.693881273269653,3.84699995629489,0.693881273269653,27.9751167297363,4.69227981567383,0,4.71728086471558,28
0.695548057556152,3.3249999396503,0.695548057556152,3.8079998921603,0.695548057556152,27.9751167297363,4.7756175994873,0,4.80061864852905,28
0.697214841842651,3.28000006265938,0.697214841842651,3.75799997709692,0.697214841842651,27.9772548675537,4.85895586013794,0,4.88395690917969,28
0.69888162612915,3.22500010952353,0.69888162612915,3.69299994781613,0.69888162612915,27.9772548675537,4.94229364395142,0,4.96729469299316,28
0.700548350811005,3.13400011509657,0.700548350811005,3.61700006760657,0.700548350811005,27.9772548675537,5.02563190460205,0,5.0506329536438,28
0.702215135097504,3.03500005975366,0.702215135097504,3.50799993611872,0.702215135097504,27.9772548675537,5.10896968841553,0,5.13397073745728,28
0.703881919384003,2.94600008055568,0.703881919384003,3.4099998883903,0.703881919384003,27.9772548675537,5.19230794906616,0,5.21730899810791,28
0.705548703670502,2.85800010897219,0.705548703670502,3.31000005826354,0.705548703670502,27.9772548675537,5.27564573287964,0,5.30064678192139,28
0.707215487957001,2.76200007647276,0.707215487957001,3.20099992677569,0.707215487957001,27.9772548675537,5.35898399353027,0,5.38398504257202,28
0.7088822722435,2.67400010488927,0.7088822722435,3.09600005857646,0.7088822722435,27.9772548675537,5.44232177734375,0,5.4673228263855,28
0.710549056529999,2.67400010488927,0.710549056529999,3.09600005857646,0.710549056529999,27.9772548675537,5.52566003799438,0,5.55066108703613,28
0.712215840816498,2.60400003753603,0.712215840816498,2.99800001084805,0.712215840816498,27.9772548675537,5.60899829864502,0,5.63399934768677,28
0.713882625102997,2.54700006917119,0.713882625102997,2.919000107795,0.713882625102997,27.9772548675537,5.69233560562134,0,5.725670337677,28
0.715549409389496,2.50299996696413,0.715549409389496,2.85999989137053,0.715549409389496,27.9772548675537,5.77559041976929,0,5.80059194564819,28
0.717216193675995,2.43599992245436,0.717216193675995,2.7940000873059,0.717216193675995,27.9772548675537,5.85892772674561,0,5.89226245880127,28
0.718882977962494,2.36300006508827,0.718882977962494,2.70799989812076,0.718882977962494,27.9772548675537,5.94226551055908,0,5.97560024261475,28
0.720549762248993,2.29900004342198,0.720549762248993,2.6310000102967,0.720549762248993,27.9786834716797,6.02560329437256,0,6.05893802642822,28
0.722216546535492,2.23800004459918,0.722216546535492,2.55599990487099,0.722216546535492,27.9786834716797,6.10894107818604,0,6.13394212722778,28
0.723883330821991,2.24999990314245,0.723883330821991,2.50299996696413,0.723883330821991,27.9786834716797,6.1922779083252,0,6.21727895736694,28
0.725550055503845,2.18999991193414,0.725550055503845,2.50900001265109,0.725550055503845,27.9786834716797,6.27561616897583,0,6.30061721801758,28
0.727216839790344,2.10099993273616,0.727216839790344,2.40399991162121,0.727216839790344,27.9786834716797,6.35895442962646,0,6.38395547866821,28
0.728883624076843,2.02600006014109,0.728883624076843,2.31299991719425,0.728883624076843,27.9786834716797,6.4422926902771,0,6.46729373931885,28
0.730550408363342,1.95599999278784,0.730550408363342,2.22699996083975,0.730550408363342,27.9786834716797,6.52562952041626,0,6.55063056945801,28
0.732217192649841,1.95599999278784,0.732217192649841,2.22699996083975,0.732217192649841,27.9786834716797,6.60896778106689,0,6.63396883010864,28
0.73388397693634,1.89600000157952,0.73388397693634,2.1490000654012,0.73388397693634,27.9786834716797,6.69230604171753,0,6.71730709075928,28
0.735550761222839,1.83800002560019,0.735550761222839,2.070999937132,0.735550761222839,27.9786834716797,6.77564430236816,0,6.80897903442383,28
0.737217545509338,1.76799995824695,0.737217545509338,1.99700007215142,0.737217545509338,27.9786834716797,6.85898065567017,0,6.89231538772583,28
0.738884329795837,1.68300000950694,0.738884329795837,1.9229999743402,0.738884329795837,27.9786834716797,6.94231843948364,0,6.97565317153931,28
0.740551114082336,1.5760000096634,0.740551114082336,1.82799994945526,0.740551114082336,27.9471397399902,7.02565622329712,0,7.05065727233887,28
0.742217838764191,1.42999994568527,0.742217838764191,1.67999998666346,0.742217838764191,27.9786834716797,7.10899448394775,0,7.14232921600342,28
0.74388462305069,1.22900004498661,0.74388462305069,1.53600005432963,0.74388462305069,27.9786834716797,7.19233083724976,0,7.21724939346313,28
0.745551407337189,1.3269999762997,0.745551407337189,1.42200000118464,0.745551407337189,27.9786834716797,7.27558660507202,0,7.30892133712769,28
0.747218191623688,1.57199997920543,0.747218191623688,1.52900000102818,0.747218191623688,27.9786834716797,7.35892343521118,0,7.39225816726685,28
0.748884975910187,1.91999995149672,0.748884975910187,1.83600001037121,0.748884975910187,27.9786834716797,7.44226121902466,0,7.47559595108032,27
0.750551760196686,2.29099998250604,0.750551760196686,2.20800004899502,0.750551760196686,27.9786834716797,7.52559900283813,0,7.5589337348938,27
0.752218544483185,2.69900006242096,0.752218544483185,2.57400004193187,0.752218544483185,27.9786834716797,7.60893678665161,0,7.63393783569336,27
0.753885328769684,2.69900006242096,0.753885328769684,2.57400004193187,0.753885328769684,27.9786834716797,7.69227361679077,0,7.71727466583252,27
0.755552113056183,3.05699999444187,0.755552113056183,2.94400006532669,0.755552113056183,27.9786834716797,7.77561187744141,0,7.80061292648315,27
0.757218897342682,3.3780001103878,0.757218897342682,3.27400001697242,0.757218897342682,27.9786834716797,7.85895013809204,0,7.88395118713379,27
0.758885622024536,3.66799999028444,0.758885622024536,3.56799992732704,0.758885622024536,27.9786834716797,7.94228839874268,0,7.96728944778442,27
0.760552406311035,3.91600001603365,0.760552406311035,3.82800004445016,0.760552406311035,27.9786834716797,8.02562522888184,0,8.05062770843506,27
0.762219190597534,4.12799976766109,0.762219190597534,4.05200012028217,0.762219190597534,27.9786834716797,8.10896396636963,0,8.14230060577393,27
0.763885974884033,4.29600011557341,0.763885974884033,4.24699997529387,0.763885974884033,27.9786834716797,8.19230365753174,0,8.22564029693604,27
0.765552759170532,4.42699994891882,0.765552759170532,4.39399993047118,0.765552759170532,27.9786834716797,8.27564334869385,0,8.30897998809814,28
0.767219543457031,4.51999995857477,0.767219543457031,4.507000092417,0.767219543457031,27.9786834716797,8.35898113250732,0,8.39231777191162,28
0.768886268138886,4.59200004115701,0.768886268138886,4.59400005638599,0.768886268138886,27.9786834716797,8.44232082366943,0,8.47565746307373,27
0.770553052425385,4.64800000190735,0.770553052425385,4.65800007805228,0.770553052425385,27.9786834716797,8.52566051483154,0,8.55066299438477,27
0.772219836711884,4.69399988651276,0.772219836711884,4.7109997831285,0.772219836711884,27.9786834716797,8.60908126831055,0,8.63400077819824,27
0.773886620998383,4.7320001758635,0.773886620998383,4.75199986249208,0.773886620998383,27.9786834716797,8.69225406646729,0,8.71725654602051,27
0.775553405284882,4.7320001758635,0.775553405284882,4.75199986249208,0.775553405284882,27.9786834716797,8.77559280395508,0,8.80892753601074,27
0.777220129966736,4.76199993863702,0.777220129966736,4.78499988093972,0.777220129966736,27.9786834716797,8.85893058776855,0,8.89226722717285,27
0.778886914253235,4.77600004523993,0.778886914253235,4.80999983847141,0.778886914253235,27.9786834716797,8.94227027893066,0,8.96727275848389,27
0.780553698539734,4.79699997231364,0.780553698539734,4.82399994507432,0.780553698539734,27.9786834716797,9.02560901641846,0,9.05894565582275,27
0.782220482826233,4.80999983847141,0.782220482826233,4.83800005167723,0.782220482826233,27.9772548675537,9.10894870758057,0,9.13394927978516,27
0.783887267112732,4.81700012460351,0.783887267112732,4.84400009736419,0.783887267112732,27.9772548675537,9.19228553771973,0,9.22562217712402,27
0.785553991794586,4.82399994507432,0.785553991794586,4.85200015828013,0.785553991794586,27.9772548675537,9.27562522888184,0,9.30062770843506,27
0.787220776081085,4.82599996030331,0.787220776081085,4.85699996352196,0.787220776081085,27.9772548675537,9.35896396636963,0,9.39230060577393,27
0.788887560367584,4.82100015506148,0.788887560367584,4.85499994829297,0.788887560367584,27.9772548675537,9.44230365753174,0,9.4756383895874,27
0.790554344654083,4.81399986892939,0.790554344654083,4.85299993306398,0.790554344654083,27.9772548675537,9.52564144134521,0,9.55064392089844,27
0.792221128940582,4.80599980801344,0.792221128940582,4.84600011259317,0.792221128940582,27.9772548675537,9.60898017883301,0,9.6423168182373,27
0.793887853622437,4.85699996352196,0.793887853622437,4.83299978077412,0.793887853622437,27.9772548675537,9.69231986999512,0,9.71732234954834,27
0.795554637908936,4.9519999884069,0.795554637908936,4.91699995473027,0.795554637908936,27.9772548675537,9.77565860748291,0,9.80899333953857,27
0.797221422195435,4.9519999884069,0.797221422195435,4.91699995473027,0.797221422195435,27.9457149505615,9.85899639129639,0,9.89233303070068,27
0.798888206481934,5.02499984577298,0.798888206481934,5.00300014391541,0.798888206481934,27.9457149505615,9.9423360824585,0,9.96733856201172,27
0.800554990768433,5.06999995559454,0.800554990768433,5.0670001655817,0.800554990768433,27.9457149505615,10.0256748199463,0,10.0590114593506,27
0.802221715450287,5.09800016880035,0.802221715450287,5.10499998927116,0.802221715450287,27.9457149505615,10.1090145111084,0,10.1339330673218,27
0.803888499736786,5.10700000450015,0.803888499736786,5.129000172019,0.803888499736786,27.9457149505615,10.1922693252563,0,10.2256059646606,27
0.805555284023285,5.10700000450015,0.805555284023285,5.1380000077188,0.805555284023285,27.9457149505615,10.2756071090698,0,10.300609588623,27
0.807222068309784,5.10499998927116,0.807222068309784,5.13500021770597,0.807222068309784,27.9435787200928,10.3589458465576,0,10.3922824859619,27
0.808888852596283,5.09400013834238,0.808888852596283,5.12999994680285,0.808888852596283,27.9435787200928,10.4422855377197,0,10.4672880172729,27
0.810555577278137,5.06300013512373,0.810555577278137,5.11100003495812,0.810555577278137,27.9435787200928,10.5256242752075,0,10.5589609146118,27
0.812214016914368,4.96899988502264,0.812214016914368,5.0760000012815,0.812214016914368,27.9435787200928,10.608962059021,0,10.6339645385742,27
0.813880801200867,4.84499987214804,0.813880801200867,4.96699986979365,0.813880801200867,27.9435787200928,10.6923007965088,0,10.717303276062,27
0.815547585487366,4.73299995064735,0.815547585487366,4.84899990260601,0.815547585487366,27.9435787200928,10.7756395339966,0,10.8006420135498,27
0.81721431016922,4.63900016620755,0.81721431016922,4.7499998472631,0.81721431016922,27.9435787200928,10.8589782714844,0,10.8923149108887,27
0.818881094455719,4.63900016620755,0.818881094455719,4.7499998472631,0.818881094455719,27.9435787200928,10.9423160552979,0,10.9673185348511,27
0.820547878742218,4.55099996179342,0.820547878742218,4.66299988329411,0.820547878742218,27.9435787200928,11.0256547927856,0,11.0506572723389,27
0.822214663028717,4.47299983352423,0.822214663028717,4.58899978548288,0.822214663028717,27.9435787200928,11.1089935302734,0,11.1423301696777,27
0.823881447315216,4.39700018614531,0.823881447315216,4.51399991288781,0.823881447315216,27.9435787200928,11.1923332214355,0,11.2173357009888,27
0.82554817199707,4.32399986311793,0.82554817199707,4.44199983030558,0.82554817199707,27.9435787200928,11.2756700515747,0,11.309006690979,27
