Run Name,180725_dPPR10_only
Run Date,12:40:53 PM   07-26-18
Method Name,S200_5/150 FRET_WL
Export Format Version, 1.00
Method ID, 9545
Points/Second, 5.00
Number of Records,   6260
Offset from Run Start Time,00:00:00
Run End Time,00:20:53
Time,Second
QuadTec 1, (280.0 nm), AU
QuadTec 2, (260.0 nm), AU
Gradient Pump,<Not Selected>
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Trace 5,<Not Selected>
Trace 6,<Not Selected>
GP Pressure,<Not Selected>
Volume,<Not Selected>
Fraction,<Not Available>
Time,QuadTec 1,QuadTec 2
   348.0,0.000588,0.000304
   348.2,0.000581,0.000303
   348.4,0.000581,0.000302
   348.6,0.000575,0.000297
   348.8,0.000575,0.000297
   349.0,0.000562,0.000288
   349.2,0.000554,0.000279
   349.4,0.000562,0.000284
   349.6,0.000554,0.000274
   349.8,0.000548,0.000285
   350.0,0.000541,0.000280
   350.2,0.000548,0.000285
   350.4,0.000548,0.000285
   350.6,0.000541,0.000285
   350.8,0.000548,0.000281
   351.0,0.000534,0.000281
   351.2,0.000534,0.000276
   351.4,0.000527,0.000275
   351.6,0.000521,0.000276
   351.8,0.000521,0.000271
   352.0,0.000515,0.000267
   352.2,0.000515,0.000267
   352.4,0.000515,0.000267
   352.6,0.000522,0.000265
   352.8,0.000522,0.000265
   353.0,0.000515,0.000264
   353.2,0.000508,0.000264
   353.4,0.000501,0.000259
   353.6,0.000495,0.000264
   353.8,0.000494,0.000259
   354.0,0.000480,0.000253
   354.2,0.000473,0.000249
   354.4,0.000459,0.000245
   354.6,0.000473,0.000245
   354.8,0.000473,0.000251
   355.0,0.000473,0.000253
   355.2,0.000466,0.000257
   355.4,0.000467,0.000257
   355.6,0.000467,0.000257
   355.8,0.000460,0.000257
   356.0,0.000467,0.000261
   356.2,0.000460,0.000257
   356.4,0.000467,0.000262
   356.6,0.000461,0.000258
   356.8,0.000447,0.000253
   357.0,0.000454,0.000262
   357.2,0.000454,0.000267
   357.4,0.000454,0.000272
   357.6,0.000454,0.000267
   357.8,0.000447,0.000272
   358.0,0.000454,0.000267
   358.2,0.000454,0.000267
   358.4,0.000441,0.000267
   358.6,0.000448,0.000271
   358.8,0.000441,0.000267
   359.0,0.000441,0.000266
   359.2,0.000441,0.000261
   359.4,0.000448,0.000260
   359.6,0.000448,0.000261
   359.8,0.000448,0.000260
   360.0,0.000441,0.000261
   360.2,0.000434,0.000266
   360.4,0.000434,0.000272
   360.6,0.000427,0.000271
   360.8,0.000434,0.000266
   361.0,0.000427,0.000256
   361.2,0.000434,0.000256
   361.4,0.000427,0.000255
   361.6,0.000427,0.000260
   361.8,0.000427,0.000260
   362.0,0.000427,0.000264
   362.2,0.000434,0.000260
   362.4,0.000434,0.000260
   362.6,0.000434,0.000256
   362.8,0.000433,0.000261
   363.0,0.000426,0.000247
   363.2,0.000427,0.000253
   363.4,0.000420,0.000255
   363.6,0.000420,0.000254
   363.8,0.000413,0.000253
   364.0,0.000420,0.000262
   364.2,0.000427,0.000262
   364.4,0.000420,0.000267
   364.6,0.000427,0.000267
   364.8,0.000427,0.000268
   365.0,0.000434,0.000273
   365.2,0.000421,0.000267
   365.4,0.000427,0.000263
   365.6,0.000421,0.000268
   365.8,0.000427,0.000273
   366.0,0.000414,0.000267
   366.2,0.000427,0.000263
   366.4,0.000421,0.000268
   366.6,0.000414,0.000267
   366.8,0.000421,0.000267
   367.0,0.000428,0.000271
   367.2,0.000428,0.000275
   367.4,0.000421,0.000271
   367.6,0.000421,0.000276
   367.8,0.000421,0.000273
   368.0,0.000428,0.000277
   368.2,0.000421,0.000272
   368.4,0.000428,0.000276
   368.6,0.000421,0.000281
   368.8,0.000421,0.000281
   369.0,0.000414,0.000276
   369.2,0.000421,0.000275
   369.4,0.000401,0.000267
   369.6,0.000400,0.000266
   369.8,0.000408,0.000267
   370.0,0.000401,0.000261
   370.2,0.000401,0.000267
   370.4,0.000401,0.000267
   370.6,0.000401,0.000268
   370.8,0.000402,0.000274
   371.0,0.000402,0.000274
   371.2,0.000394,0.000273
   371.4,0.000402,0.000272
   371.6,0.000402,0.000266
   371.8,0.000402,0.000270
   372.0,0.000402,0.000266
   372.2,0.000402,0.000271
   372.4,0.000402,0.000273
   372.6,0.000402,0.000282
   372.8,0.000402,0.000267
   373.0,0.000395,0.000273
   373.2,0.000389,0.000268
   373.4,0.000388,0.000267
   373.6,0.000388,0.000272
   373.8,0.000388,0.000276
   374.0,0.000388,0.000281
   374.2,0.000388,0.000280
   374.4,0.000388,0.000280
   374.6,0.000382,0.000274
   374.8,0.000382,0.000269
   375.0,0.000381,0.000274
   375.2,0.000388,0.000274
   375.4,0.000395,0.000280
   375.6,0.000388,0.000280
   375.8,0.000388,0.000274
   376.0,0.000388,0.000265
   376.2,0.000374,0.000260
   376.4,0.000367,0.000260
   376.6,0.000367,0.000251
   376.8,0.000374,0.000251
   377.0,0.000374,0.000248
   377.2,0.000367,0.000247
   377.4,0.000368,0.000252
   377.6,0.000361,0.000255
   377.8,0.000361,0.000255
   378.0,0.000361,0.000260
   378.2,0.000355,0.000256
   378.4,0.000362,0.000258
   378.6,0.000368,0.000262
   378.8,0.000361,0.000261
   379.0,0.000368,0.000256
   379.2,0.000355,0.000255
   379.4,0.000347,0.000254
   379.6,0.000347,0.000251
   379.8,0.000347,0.000246
   380.0,0.000340,0.000238
   380.2,0.000340,0.000229
   380.4,0.000334,0.000225
   380.6,0.000320,0.000227
   380.8,0.000320,0.000227
   381.0,0.000320,0.000218
   381.2,0.000320,0.000221
   381.4,0.000321,0.000220
   381.6,0.000321,0.000219
   381.8,0.000321,0.000225
   382.0,0.000328,0.000225
   382.2,0.000322,0.000232
   382.4,0.000322,0.000232
   382.6,0.000322,0.000232
   382.8,0.000322,0.000232
   383.0,0.000322,0.000227
   383.2,0.000321,0.000222
   383.4,0.000328,0.000221
   383.6,0.000329,0.000230
   383.8,0.000329,0.000234
   384.0,0.000322,0.000234
   384.2,0.000328,0.000230
   384.4,0.000322,0.000232
   384.6,0.000322,0.000232
   384.8,0.000322,0.000237
   385.0,0.000322,0.000238
   385.2,0.000329,0.000239
   385.4,0.000329,0.000238
   385.6,0.000322,0.000238
   385.8,0.000329,0.000237
   386.0,0.000329,0.000237
   386.2,0.000322,0.000238
   386.4,0.000322,0.000239
   386.6,0.000315,0.000241
   386.8,0.000309,0.000235
   387.0,0.000302,0.000234
   387.2,0.000302,0.000237
   387.4,0.000295,0.000239
   387.6,0.000295,0.000242
   387.8,0.000302,0.000241
   388.0,0.000302,0.000251
   388.2,0.000309,0.000246
   388.4,0.000315,0.000251
   388.6,0.000308,0.000252
   388.8,0.000315,0.000252
   389.0,0.000309,0.000258
   389.2,0.000309,0.000253
   389.4,0.000308,0.000257
   389.6,0.000315,0.000246
   389.8,0.000315,0.000236
   390.0,0.000315,0.000226
   390.2,0.000315,0.000218
   390.4,0.000323,0.000218
   390.6,0.000317,0.000214
   390.8,0.000310,0.000214
   391.0,0.000303,0.000200
   391.2,0.000296,0.000205
   391.4,0.000282,0.000200
   391.6,0.000282,0.000201
   391.8,0.000269,0.000191
   392.0,0.000269,0.000192
   392.2,0.000262,0.000191
   392.4,0.000249,0.000191
   392.6,0.000249,0.000185
   392.8,0.000249,0.000190
   393.0,0.000242,0.000185
   393.2,0.000242,0.000185
   393.4,0.000249,0.000176
   393.6,0.000249,0.000182
   393.8,0.000249,0.000177
   394.0,0.000249,0.000173
   394.2,0.000249,0.000174
   394.4,0.000256,0.000174
   394.6,0.000242,0.000169
   394.8,0.000249,0.000173
   395.0,0.000242,0.000168
   395.2,0.000249,0.000172
   395.4,0.000249,0.000163
   395.6,0.000249,0.000169
   395.8,0.000249,0.000165
   396.0,0.000248,0.000170
   396.2,0.000249,0.000164
   396.4,0.000256,0.000174
   396.6,0.000256,0.000174
   396.8,0.000256,0.000170
   397.0,0.000242,0.000170
   397.2,0.000243,0.000177
   397.4,0.000243,0.000172
   397.6,0.000229,0.000177
   397.8,0.000236,0.000163
   398.0,0.000229,0.000163
   398.2,0.000229,0.000157
   398.4,0.000222,0.000163
   398.6,0.000229,0.000157
   398.8,0.000229,0.000163
   399.0,0.000236,0.000163
   399.2,0.000223,0.000163
   399.4,0.000230,0.000163
   399.6,0.000217,0.000170
   399.8,0.000210,0.000159
   400.0,0.000210,0.000159
   400.2,0.000203,0.000154
   400.4,0.000203,0.000149
   400.6,0.000202,0.000144
   400.8,0.000189,0.000144
   401.0,0.000189,0.000145
   401.2,0.000189,0.000135
   401.4,0.000189,0.000141
   401.6,0.000183,0.000135
   401.8,0.000183,0.000145
   402.0,0.000183,0.000140
   402.2,0.000183,0.000145
   402.4,0.000183,0.000135
   402.6,0.000183,0.000136
   402.8,0.000183,0.000141
   403.0,0.000183,0.000146
   403.2,0.000183,0.000146
   403.4,0.000183,0.000147
   403.6,0.000183,0.000146
   403.8,0.000183,0.000145
   404.0,0.000190,0.000143
   404.2,0.000190,0.000148
   404.4,0.000189,0.000137
   404.6,0.000196,0.000152
   404.8,0.000203,0.000148
   405.0,0.000203,0.000148
   405.2,0.000202,0.000152
   405.4,0.000203,0.000153
   405.6,0.000203,0.000153
   405.8,0.000196,0.000153
   406.0,0.000189,0.000162
   406.2,0.000181,0.000162
   406.4,0.000188,0.000171
   406.6,0.000188,0.000175
   406.8,0.000202,0.000179
   407.0,0.000209,0.000188
   407.2,0.000216,0.000192
   407.4,0.000216,0.000192
   407.6,0.000222,0.000193
   407.8,0.000222,0.000190
   408.0,0.000222,0.000190
   408.2,0.000235,0.000184
   408.4,0.000228,0.000180
   408.6,0.000222,0.000190
   408.8,0.000221,0.000190
   409.0,0.000215,0.000185
   409.2,0.000215,0.000181
   409.4,0.000208,0.000182
   409.6,0.000208,0.000186
   409.8,0.000208,0.000181
   410.0,0.000215,0.000190
   410.2,0.000215,0.000194
   410.4,0.000215,0.000189
   410.6,0.000215,0.000194
   410.8,0.000228,0.000190
   411.0,0.000235,0.000194
   411.2,0.000228,0.000189
   411.4,0.000242,0.000193
   411.6,0.000235,0.000198
   411.8,0.000235,0.000203
   412.0,0.000235,0.000197
   412.2,0.000235,0.000197
   412.4,0.000229,0.000198
   412.6,0.000215,0.000203
   412.8,0.000221,0.000197
   413.0,0.000207,0.000197
   413.2,0.000207,0.000207
   413.4,0.000214,0.000211
   413.6,0.000221,0.000205
   413.8,0.000234,0.000204
   414.0,0.000234,0.000208
   414.2,0.000241,0.000207
   414.4,0.000248,0.000211
   414.6,0.000255,0.000210
   414.8,0.000248,0.000210
   415.0,0.000261,0.000200
   415.2,0.000261,0.000192
   415.4,0.000261,0.000184
   415.6,0.000254,0.000184
   415.8,0.000254,0.000189
   416.0,0.000254,0.000189
   416.2,0.000248,0.000193
   416.4,0.000240,0.000203
   416.6,0.000240,0.000203
   416.8,0.000240,0.000198
   417.0,0.000240,0.000204
   417.2,0.000240,0.000204
   417.4,0.000234,0.000204
   417.6,0.000241,0.000200
   417.8,0.000240,0.000200
   418.0,0.000234,0.000190
   418.2,0.000227,0.000191
   418.4,0.000228,0.000183
   418.6,0.000221,0.000183
   418.8,0.000221,0.000183
   419.0,0.000214,0.000179
   419.2,0.000215,0.000179
   419.4,0.000221,0.000179
   419.6,0.000228,0.000179
   419.8,0.000235,0.000175
   420.0,0.000235,0.000184
   420.2,0.000228,0.000179
   420.4,0.000222,0.000179
   420.6,0.000215,0.000170
   420.8,0.000215,0.000170
   421.0,0.000215,0.000170
   421.2,0.000216,0.000170
   421.4,0.000216,0.000176
   421.6,0.000222,0.000180
   421.8,0.000216,0.000179
   422.0,0.000216,0.000184
   422.2,0.000223,0.000178
   422.4,0.000216,0.000177
   422.6,0.000209,0.000178
   422.8,0.000210,0.000178
   423.0,0.000203,0.000175
   423.2,0.000210,0.000166
   423.4,0.000196,0.000172
   423.6,0.000203,0.000174
   423.8,0.000210,0.000170
   424.0,0.000202,0.000164
   424.2,0.000210,0.000164
   424.4,0.000210,0.000159
   424.6,0.000210,0.000159
   424.8,0.000202,0.000159
   425.0,0.000210,0.000155
   425.2,0.000196,0.000160
   425.4,0.000196,0.000155
   425.6,0.000203,0.000159
   425.8,0.000210,0.000154
   426.0,0.000210,0.000158
   426.2,0.000203,0.000157
   426.4,0.000189,0.000162
   426.6,0.000182,0.000161
   426.8,0.000182,0.000161
   427.0,0.000175,0.000161
   427.2,0.000168,0.000162
   427.4,0.000169,0.000158
   427.6,0.000162,0.000163
   427.8,0.000175,0.000156
   428.0,0.000169,0.000156
   428.2,0.000169,0.000149
   428.4,0.000162,0.000144
   428.6,0.000175,0.000149
   428.8,0.000169,0.000149
   429.0,0.000169,0.000151
   429.2,0.000168,0.000151
   429.4,0.000168,0.000147
   429.6,0.000182,0.000137
   429.8,0.000182,0.000134
   430.0,0.000175,0.000133
   430.2,0.000175,0.000142
   430.4,0.000168,0.000153
   430.6,0.000161,0.000153
   430.8,0.000161,0.000153
   431.0,0.000147,0.000149
   431.2,0.000147,0.000149
   431.4,0.000147,0.000140
   431.6,0.000154,0.000145
   431.8,0.000147,0.000140
   432.0,0.000147,0.000140
   432.2,0.000147,0.000130
   432.4,0.000147,0.000135
   432.6,0.000154,0.000130
   432.8,0.000148,0.000135
   433.0,0.000155,0.000139
   433.2,0.000155,0.000142
   433.4,0.000162,0.000156
   433.6,0.000169,0.000161
   433.8,0.000169,0.000156
   434.0,0.000176,0.000159
   434.2,0.000184,0.000153
   434.4,0.000184,0.000158
   434.6,0.000190,0.000158
   434.8,0.000197,0.000168
   435.0,0.000204,0.000171
   435.2,0.000197,0.000170
   435.4,0.000211,0.000179
   435.6,0.000211,0.000184
   435.8,0.000217,0.000192
   436.0,0.000217,0.000197
   436.2,0.000210,0.000202
   436.4,0.000224,0.000203
   436.6,0.000224,0.000199
   436.8,0.000231,0.000198
   437.0,0.000224,0.000189
   437.2,0.000218,0.000184
   437.4,0.000211,0.000178
   437.6,0.000211,0.000177
   437.8,0.000203,0.000177
   438.0,0.000196,0.000177
   438.2,0.000182,0.000177
   438.4,0.000182,0.000167
   438.6,0.000189,0.000177
   438.8,0.000182,0.000172
   439.0,0.000175,0.000177
   439.2,0.000182,0.000171
   439.4,0.000183,0.000176
   439.6,0.000183,0.000181
   439.8,0.000183,0.000184
   440.0,0.000189,0.000179
   440.2,0.000196,0.000179
   440.4,0.000196,0.000179
   440.6,0.000189,0.000178
   440.8,0.000203,0.000183
   441.0,0.000189,0.000183
   441.2,0.000189,0.000182
   441.4,0.000189,0.000183
   441.6,0.000196,0.000183
   441.8,0.000196,0.000184
   442.0,0.000196,0.000184
   442.2,0.000196,0.000183
   442.4,0.000210,0.000177
   442.6,0.000203,0.000172
   442.8,0.000196,0.000172
   443.0,0.000196,0.000172
   443.2,0.000196,0.000173
   443.4,0.000196,0.000173
   443.6,0.000196,0.000169
   443.8,0.000196,0.000169
   444.0,0.000196,0.000175
   444.2,0.000196,0.000179
   444.4,0.000189,0.000179
   444.6,0.000196,0.000188
   444.8,0.000190,0.000188
   445.0,0.000190,0.000187
   445.2,0.000189,0.000197
   445.4,0.000196,0.000187
   445.6,0.000203,0.000193
   445.8,0.000196,0.000189
   446.0,0.000203,0.000195
   446.2,0.000210,0.000191
   446.4,0.000210,0.000193
   446.6,0.000210,0.000188
   446.8,0.000210,0.000188
   447.0,0.000203,0.000192
   447.2,0.000196,0.000191
   447.4,0.000203,0.000196
   447.6,0.000196,0.000195
   447.8,0.000203,0.000199
   448.0,0.000196,0.000208
   448.2,0.000203,0.000197
   448.4,0.000203,0.000207
   448.6,0.000203,0.000207
   448.8,0.000196,0.000211
   449.0,0.000210,0.000207
   449.2,0.000217,0.000207
   449.4,0.000223,0.000213
   449.6,0.000230,0.000212
   449.8,0.000230,0.000207
   450.0,0.000230,0.000211
   450.2,0.000229,0.000206
   450.4,0.000230,0.000211
   450.6,0.000223,0.000202
   450.8,0.000223,0.000208
   451.0,0.000216,0.000212
   451.2,0.000217,0.000212
   451.4,0.000217,0.000217
   451.6,0.000217,0.000221
   451.8,0.000217,0.000220
   452.0,0.000224,0.000225
   452.2,0.000230,0.000219
   452.4,0.000230,0.000219
   452.6,0.000237,0.000219
   452.8,0.000230,0.000220
   453.0,0.000237,0.000216
   453.2,0.000237,0.000212
   453.4,0.000244,0.000218
   453.6,0.000230,0.000219
   453.8,0.000230,0.000217
   454.0,0.000229,0.000226
   454.2,0.000230,0.000220
   454.4,0.000223,0.000224
   454.6,0.000230,0.000226
   454.8,0.000229,0.000230
   455.0,0.000237,0.000229
   455.2,0.000236,0.000224
   455.4,0.000243,0.000219
   455.6,0.000236,0.000219
   455.8,0.000243,0.000225
   456.0,0.000237,0.000220
   456.2,0.000237,0.000217
   456.4,0.000237,0.000217
   456.6,0.000229,0.000217
   456.8,0.000229,0.000217
   457.0,0.000229,0.000217
   457.2,0.000222,0.000216
   457.4,0.000222,0.000225
   457.6,0.000223,0.000225
   457.8,0.000229,0.000225
   458.0,0.000216,0.000225
   458.2,0.000230,0.000220
   458.4,0.000223,0.000221
   458.6,0.000230,0.000225
   458.8,0.000224,0.000226
   459.0,0.000237,0.000232
   459.2,0.000238,0.000232
   459.4,0.000237,0.000228
   459.6,0.000237,0.000224
   459.8,0.000230,0.000225
   460.0,0.000230,0.000220
   460.2,0.000223,0.000225
   460.4,0.000230,0.000225
   460.6,0.000223,0.000225
   460.8,0.000223,0.000219
   461.0,0.000217,0.000224
   461.2,0.000223,0.000219
   461.4,0.000223,0.000225
   461.6,0.000223,0.000219
   461.8,0.000223,0.000224
   462.0,0.000230,0.000214
   462.2,0.000230,0.000218
   462.4,0.000237,0.000218
   462.6,0.000223,0.000212
   462.8,0.000230,0.000216
   463.0,0.000230,0.000215
   463.2,0.000238,0.000217
   463.4,0.000230,0.000216
   463.6,0.000238,0.000215
   463.8,0.000237,0.000216
   464.0,0.000245,0.000215
   464.2,0.000237,0.000219
   464.4,0.000238,0.000221
   464.6,0.000237,0.000215
   464.8,0.000238,0.000216
   465.0,0.000230,0.000211
   465.2,0.000231,0.000211
   465.4,0.000231,0.000211
   465.6,0.000224,0.000202
   465.8,0.000217,0.000206
   466.0,0.000217,0.000207
   466.2,0.000210,0.000209
   466.4,0.000217,0.000208
   466.6,0.000211,0.000207
   466.8,0.000203,0.000203
   467.0,0.000218,0.000206
   467.2,0.000217,0.000204
   467.4,0.000218,0.000201
   467.6,0.000211,0.000199
   467.8,0.000218,0.000193
   468.0,0.000217,0.000197
   468.2,0.000211,0.000196
   468.4,0.000203,0.000200
   468.6,0.000211,0.000195
   468.8,0.000211,0.000199
   469.0,0.000211,0.000204
   469.2,0.000204,0.000209
   469.4,0.000204,0.000214
   469.6,0.000197,0.000204
   469.8,0.000197,0.000205
   470.0,0.000190,0.000200
   470.2,0.000197,0.000205
   470.4,0.000197,0.000201
   470.6,0.000190,0.000201
   470.8,0.000204,0.000196
   471.0,0.000190,0.000191
   471.2,0.000190,0.000191
   471.4,0.000183,0.000191
   471.6,0.000190,0.000186
   471.8,0.000183,0.000186
   472.0,0.000184,0.000183
   472.2,0.000176,0.000183
   472.4,0.000170,0.000183
   472.6,0.000164,0.000182
   472.8,0.000164,0.000177
   473.0,0.000164,0.000182
   473.2,0.000178,0.000186
   473.4,0.000184,0.000186
   473.6,0.000184,0.000191
   473.8,0.000184,0.000186
   474.0,0.000183,0.000187
   474.2,0.000176,0.000178
   474.4,0.000169,0.000178
   474.6,0.000169,0.000178
   474.8,0.000169,0.000169
   475.0,0.000176,0.000174
   475.2,0.000176,0.000169
   475.4,0.000176,0.000173
   475.6,0.000177,0.000167
   475.8,0.000177,0.000167
   476.0,0.000177,0.000167
   476.2,0.000170,0.000169
   476.4,0.000171,0.000166
   476.6,0.000164,0.000166
   476.8,0.000171,0.000161
   477.0,0.000157,0.000165
   477.2,0.000163,0.000159
   477.4,0.000156,0.000159
   477.6,0.000156,0.000159
   477.8,0.000156,0.000160
   478.0,0.000163,0.000162
   478.2,0.000163,0.000166
   478.4,0.000163,0.000166
   478.6,0.000170,0.000165
   478.8,0.000170,0.000164
   479.0,0.000170,0.000164
   479.2,0.000163,0.000159
   479.4,0.000163,0.000156
   479.6,0.000163,0.000147
   479.8,0.000163,0.000147
   480.0,0.000163,0.000148
   480.2,0.000164,0.000143
   480.4,0.000170,0.000149
   480.6,0.000163,0.000138
   480.8,0.000163,0.000144
   481.0,0.000157,0.000144
   481.2,0.000156,0.000149
   481.4,0.000163,0.000154
   481.6,0.000157,0.000153
   481.8,0.000157,0.000153
   482.0,0.000157,0.000158
   482.2,0.000164,0.000150
   482.4,0.000170,0.000152
   482.6,0.000177,0.000149
   482.8,0.000177,0.000153
   483.0,0.000191,0.000156
   483.2,0.000191,0.000159
   483.4,0.000190,0.000158
   483.6,0.000197,0.000163
   483.8,0.000197,0.000163
   484.0,0.000191,0.000168
   484.2,0.000184,0.000167
   484.4,0.000191,0.000163
   484.6,0.000184,0.000163
   484.8,0.000184,0.000159
   485.0,0.000176,0.000158
   485.2,0.000184,0.000159
   485.4,0.000170,0.000168
   485.6,0.000177,0.000169
   485.8,0.000177,0.000164
   486.0,0.000184,0.000159
   486.2,0.000191,0.000150
   486.4,0.000185,0.000150
   486.6,0.000198,0.000149
   486.8,0.000185,0.000155
   487.0,0.000185,0.000159
   487.2,0.000178,0.000158
   487.4,0.000178,0.000153
   487.6,0.000184,0.000156
   487.8,0.000191,0.000161
   488.0,0.000190,0.000161
   488.2,0.000204,0.000161
   488.4,0.000204,0.000162
   488.6,0.000211,0.000163
   488.8,0.000211,0.000162
   489.0,0.000205,0.000163
   489.2,0.000205,0.000167
   489.4,0.000212,0.000163
   489.6,0.000205,0.000163
   489.8,0.000205,0.000173
   490.0,0.000198,0.000173
   490.2,0.000191,0.000177
   490.4,0.000191,0.000177
   490.6,0.000191,0.000176
   490.8,0.000197,0.000175
   491.0,0.000190,0.000175
   491.2,0.000190,0.000175
   491.4,0.000190,0.000176
   491.6,0.000184,0.000177
   491.8,0.000176,0.000167
   492.0,0.000184,0.000172
   492.2,0.000184,0.000172
   492.4,0.000184,0.000177
   492.6,0.000190,0.000177
   492.8,0.000204,0.000180
   493.0,0.000211,0.000179
   493.2,0.000210,0.000179
   493.4,0.000217,0.000174
   493.6,0.000224,0.000181
   493.8,0.000224,0.000173
   494.0,0.000217,0.000168
   494.2,0.000224,0.000168
   494.4,0.000224,0.000167
   494.6,0.000211,0.000166
   494.8,0.000203,0.000166
   495.0,0.000211,0.000161
   495.2,0.000197,0.000161
   495.4,0.000190,0.000151
   495.6,0.000190,0.000156
   495.8,0.000190,0.000157
   496.0,0.000190,0.000154
   496.2,0.000190,0.000159
   496.4,0.000197,0.000149
   496.6,0.000183,0.000155
   496.8,0.000183,0.000150
   497.0,0.000176,0.000149
   497.2,0.000183,0.000145
   497.4,0.000176,0.000149
   497.6,0.000176,0.000150
   497.8,0.000176,0.000149
   498.0,0.000176,0.000144
   498.2,0.000169,0.000148
   498.4,0.000170,0.000148
   498.6,0.000163,0.000152
   498.8,0.000170,0.000148
   499.0,0.000177,0.000149
   499.2,0.000177,0.000149
   499.4,0.000190,0.000154
   499.6,0.000190,0.000149
   499.8,0.000197,0.000149
   500.0,0.000190,0.000145
   500.2,0.000197,0.000145
   500.4,0.000190,0.000135
   500.6,0.000197,0.000136
   500.8,0.000190,0.000132
   501.0,0.000190,0.000128
   501.2,0.000176,0.000135
   501.4,0.000177,0.000132
   501.6,0.000176,0.000132
   501.8,0.000190,0.000131
   502.0,0.000197,0.000135
   502.2,0.000197,0.000139
   502.4,0.000210,0.000145
   502.6,0.000196,0.000148
   502.8,0.000203,0.000147
   503.0,0.000196,0.000142
   503.2,0.000196,0.000136
   503.4,0.000196,0.000135
   503.6,0.000189,0.000127
   503.8,0.000189,0.000116
   504.0,0.000189,0.000125
   504.2,0.000189,0.000125
   504.4,0.000183,0.000125
   504.6,0.000183,0.000124
   504.8,0.000189,0.000124
   505.0,0.000189,0.000128
   505.2,0.000203,0.000123
   505.4,0.000196,0.000128
   505.6,0.000189,0.000128
   505.8,0.000190,0.000128
   506.0,0.000190,0.000127
   506.2,0.000190,0.000127
   506.4,0.000190,0.000125
   506.6,0.000197,0.000129
   506.8,0.000197,0.000129
   507.0,0.000197,0.000134
   507.2,0.000204,0.000140
   507.4,0.000204,0.000141
   507.6,0.000197,0.000135
   507.8,0.000204,0.000136
   508.0,0.000197,0.000127
   508.2,0.000197,0.000122
   508.4,0.000197,0.000122
   508.6,0.000191,0.000118
   508.8,0.000191,0.000118
   509.0,0.000185,0.000114
   509.2,0.000192,0.000113
   509.4,0.000185,0.000118
   509.6,0.000185,0.000113
   509.8,0.000171,0.000108
   510.0,0.000171,0.000118
   510.2,0.000164,0.000110
   510.4,0.000170,0.000117
   510.6,0.000163,0.000112
   510.8,0.000163,0.000113
   511.0,0.000163,0.000107
   511.2,0.000164,0.000101
   511.4,0.000163,0.000096
   511.6,0.000170,0.000096
   511.8,0.000164,0.000096
   512.0,0.000164,0.000096
   512.2,0.000164,0.000095
   512.4,0.000171,0.000094
   512.6,0.000164,0.000093
   512.8,0.000164,0.000098
   513.0,0.000171,0.000093
   513.2,0.000170,0.000103
   513.4,0.000164,0.000105
   513.6,0.000163,0.000105
   513.8,0.000170,0.000110
   514.0,0.000170,0.000105
   514.2,0.000171,0.000100
   514.4,0.000177,0.000100
   514.6,0.000184,0.000095
   514.8,0.000177,0.000100
   515.0,0.000177,0.000090
   515.2,0.000176,0.000090
   515.4,0.000177,0.000086
   515.6,0.000164,0.000096
   515.8,0.000157,0.000098
   516.0,0.000164,0.000097
   516.2,0.000157,0.000101
   516.4,0.000157,0.000105
   516.6,0.000163,0.000109
   516.8,0.000170,0.000108
   517.0,0.000170,0.000108
   517.2,0.000177,0.000108
   517.4,0.000177,0.000113
   517.6,0.000177,0.000103
   517.8,0.000177,0.000107
   518.0,0.000170,0.000108
   518.2,0.000163,0.000108
   518.4,0.000157,0.000108
   518.6,0.000149,0.000103
   518.8,0.000149,0.000104
   519.0,0.000149,0.000103
   519.2,0.000156,0.000108
   519.4,0.000157,0.000104
   519.6,0.000163,0.000100
   519.8,0.000156,0.000104
   520.0,0.000163,0.000095
   520.2,0.000163,0.000101
   520.4,0.000163,0.000096
   520.6,0.000163,0.000101
   520.8,0.000170,0.000106
   521.0,0.000170,0.000106
   521.2,0.000177,0.000106
   521.4,0.000177,0.000106
   521.6,0.000184,0.000112
   521.8,0.000184,0.000108
   522.0,0.000184,0.000114
   522.2,0.000177,0.000110
   522.4,0.000170,0.000106
   522.6,0.000164,0.000111
   522.8,0.000178,0.000106
   523.0,0.000171,0.000111
   523.2,0.000185,0.000106
   523.4,0.000178,0.000100
   523.6,0.000192,0.000105
   523.8,0.000171,0.000095
   524.0,0.000171,0.000095
   524.2,0.000171,0.000089
   524.4,0.000178,0.000099
   524.6,0.000185,0.000088
   524.8,0.000185,0.000098
   525.0,0.000185,0.000098
   525.2,0.000192,0.000098
   525.4,0.000185,0.000099
   525.6,0.000185,0.000095
   525.8,0.000178,0.000095
   526.0,0.000185,0.000099
   526.2,0.000185,0.000098
   526.4,0.000191,0.000093
   526.6,0.000191,0.000093
   526.8,0.000191,0.000090
   527.0,0.000198,0.000087
   527.2,0.000191,0.000081
   527.4,0.000184,0.000087
   527.6,0.000184,0.000077
   527.8,0.000178,0.000081
   528.0,0.000178,0.000086
   528.2,0.000164,0.000081
   528.4,0.000178,0.000087
   528.6,0.000178,0.000087
   528.8,0.000178,0.000091
   529.0,0.000178,0.000087
   529.2,0.000171,0.000082
   529.4,0.000170,0.000082
   529.6,0.000178,0.000087
   529.8,0.000171,0.000092
   530.0,0.000165,0.000096
   530.2,0.000164,0.000100
   530.4,0.000179,0.000105
