Run Name,180725_dPPR10_only
Run Date,12:40:53 PM   07-26-18
Method Name,S200_5/150 FRET_WL
Export Format Version, 1.00
Method ID, 9545
Points/Second, 5.00
Number of Records,   6260
Offset from Run Start Time,00:00:00
Run End Time,00:20:53
Time,Second
QuadTec 1, (280.0 nm), AU
QuadTec 2, (260.0 nm), AU
Gradient Pump,<Not Selected>
Trace 3,<Not Selected>
Trace 4,<Not Selected>
Trace 5,<Not Selected>
Trace 6,<Not Selected>
GP Pressure,<Not Selected>
Volume,<Not Selected>
Fraction,<Not Available>
Time,QuadTec 1,QuadTec 2
   165.4,0.000070,0.000083
   165.6,0.000062,0.000083
   165.8,0.000062,0.000083
   166.0,0.000062,0.000079
   166.2,0.000069,0.000080
   166.4,0.000076,0.000066
   166.6,0.000076,0.000061
   166.8,0.000076,0.000061
   167.0,0.000083,0.000066
   167.2,0.000070,0.000065
   167.4,0.000063,0.000064
   167.6,0.000077,0.000059
   167.8,0.000083,0.000065
   168.0,0.000083,0.000060
   168.2,0.000083,0.000065
   168.4,0.000097,0.000066
   168.6,0.000097,0.000062
   168.8,0.000103,0.000062
   169.0,0.000103,0.000057
   169.2,0.000103,0.000066
   169.4,0.000097,0.000060
   169.6,0.000097,0.000059
   169.8,0.000097,0.000059
   170.0,0.000097,0.000073
   170.2,0.000097,0.000073
   170.4,0.000097,0.000073
   170.6,0.000104,0.000070
   170.8,0.000104,0.000071
   171.0,0.000104,0.000068
   171.2,0.000097,0.000068
   171.4,0.000104,0.000067
   171.6,0.000104,0.000062
   171.8,0.000104,0.000066
   172.0,0.000111,0.000071
   172.2,0.000104,0.000072
   172.4,0.000104,0.000078
   172.6,0.000097,0.000078
   172.8,0.000104,0.000081
   173.0,0.000090,0.000081
   173.2,0.000090,0.000075
   173.4,0.000076,0.000074
   173.6,0.000090,0.000069
   173.8,0.000069,0.000079
   174.0,0.000076,0.000073
   174.2,0.000076,0.000073
   174.4,0.000089,0.000077
   174.6,0.000110,0.000072
   174.8,0.000116,0.000076
   175.0,0.000123,0.000080
   175.2,0.000123,0.000082
   175.4,0.000130,0.000080
   175.6,0.000130,0.000080
   175.8,0.000130,0.000080
   176.0,0.000131,0.000084
   176.2,0.000124,0.000088
   176.4,0.000124,0.000083
   176.6,0.000117,0.000087
   176.8,0.000117,0.000083
   177.0,0.000117,0.000078
   177.2,0.000110,0.000078
   177.4,0.000111,0.000079
   177.6,0.000110,0.000084
   177.8,0.000111,0.000085
   178.0,0.000110,0.000086
   178.2,0.000104,0.000086
   178.4,0.000104,0.000080
   178.6,0.000104,0.000085
   178.8,0.000110,0.000085
   179.0,0.000104,0.000089
   179.2,0.000104,0.000093
   179.4,0.000104,0.000093
   179.6,0.000117,0.000089
   179.8,0.000117,0.000086
   180.0,0.000124,0.000087
   180.2,0.000117,0.000087
   180.4,0.000124,0.000077
   180.6,0.000110,0.000081
   180.8,0.000117,0.000072
   181.0,0.000110,0.000071
   181.2,0.000111,0.000071
   181.4,0.000111,0.000070
   181.6,0.000111,0.000070
   181.8,0.000111,0.000065
   182.0,0.000111,0.000066
   182.2,0.000104,0.000062
   182.4,0.000097,0.000058
   182.6,0.000104,0.000058
   182.8,0.000090,0.000058
   183.0,0.000098,0.000053
   183.2,0.000090,0.000053
   183.4,0.000104,0.000049
   183.6,0.000104,0.000053
   183.8,0.000111,0.000049
   184.0,0.000110,0.000044
   184.2,0.000110,0.000048
   184.4,0.000103,0.000052
   184.6,0.000090,0.000052
   184.8,0.000083,0.000047
   185.0,0.000090,0.000048
   185.2,0.000097,0.000040
   185.4,0.000097,0.000037
   185.6,0.000097,0.000038
   185.8,0.000076,0.000025
   186.0,0.000076,0.000027
   186.2,0.000076,0.000027
   186.4,0.000076,0.000027
   186.6,0.000083,0.000021
   186.8,0.000077,0.000020
   187.0,0.000077,0.000014
   187.2,0.000077,0.000014
   187.4,0.000077,0.000008
   187.6,0.000070,0.000009
   187.8,0.000056,0.000008
   188.0,0.000056,0.000003
   188.2,0.000050,0.000008
   188.4,0.000043,0.000009
   188.6,0.000043,0.000017
   188.8,0.000036,0.000017
   189.0,0.000043,0.000022
   189.2,0.000043,0.000022
   189.4,0.000036,0.000022
   189.6,0.000050,0.000027
   189.8,0.000050,0.000023
   190.0,0.000050,0.000023
   190.2,0.000050,0.000018
   190.4,0.000050,0.000014
   190.6,0.000050,0.000010
   190.8,0.000050,0.000014
   191.0,0.000050,0.000010
   191.2,0.000051,0.000014
   191.4,0.000051,0.000010
   191.6,0.000057,0.000019
   191.8,0.000057,0.000024
   192.0,0.000064,0.000028
   192.2,0.000064,0.000033
   192.4,0.000064,0.000033
   192.6,0.000065,0.000029
   192.8,0.000058,0.000024
   193.0,0.000065,0.000029
   193.2,0.000058,0.000019
   193.4,0.000058,0.000033
   193.6,0.000058,0.000038
   193.8,0.000057,0.000043
   194.0,0.000057,0.000037
   194.2,0.000044,0.000037
   194.4,0.000044,0.000027
   194.6,0.000043,0.000022
   194.8,0.000057,0.000017
   195.0,0.000064,0.000008
   195.2,0.000064,0.000003
   195.4,0.000063,0.000003
   195.6,0.000057,0.000003
   195.8,0.000050,0.000004
   196.0,0.000050,0.000003
   196.2,0.000044,0.000009
   196.4,0.000044,0.000008
   196.6,0.000051,0.000013
   196.8,0.000057,0.000013
   197.0,0.000057,0.000018
   197.2,0.000064,0.000010
   197.4,0.000064,0.000010
   197.6,0.000063,0.000015
   197.8,0.000063,0.000016
   198.0,0.000057,0.000015
   198.2,0.000057,0.000015
   198.4,0.000063,0.000019
   198.6,0.000057,0.000019
   198.8,0.000057,0.000020
   199.0,0.000057,0.000020
   199.2,0.000044,0.000019
   199.4,0.000057,0.000019
   199.6,0.000057,0.000024
   199.8,0.000057,0.000029
   200.0,0.000057,0.000019
   200.2,0.000058,0.000024
   200.4,0.000058,0.000019
   200.6,0.000057,0.000024
   200.8,0.000071,0.000024
   201.0,0.000071,0.000024
   201.2,0.000071,0.000029
   201.4,0.000078,0.000028
   201.6,0.000078,0.000029
   201.8,0.000071,0.000030
   202.0,0.000064,0.000034
   202.2,0.000065,0.000033
   202.4,0.000065,0.000033
   202.6,0.000065,0.000032
   202.8,0.000065,0.000041
   203.0,0.000078,0.000040
   203.2,0.000078,0.000040
   203.4,0.000084,0.000040
   203.6,0.000084,0.000045
   203.8,0.000098,0.000045
   204.0,0.000090,0.000050
   204.2,0.000098,0.000055
   204.4,0.000090,0.000055
   204.6,0.000098,0.000061
   204.8,0.000098,0.000062
   205.0,0.000098,0.000062
   205.2,0.000098,0.000066
   205.4,0.000105,0.000071
   205.6,0.000098,0.000071
   205.8,0.000098,0.000070
   206.0,0.000098,0.000070
   206.2,0.000105,0.000055
   206.4,0.000105,0.000055
   206.6,0.000104,0.000054
   206.8,0.000112,0.000054
   207.0,0.000111,0.000050
   207.2,0.000112,0.000056
   207.4,0.000112,0.000060
   207.6,0.000112,0.000055
   207.8,0.000112,0.000065
   208.0,0.000112,0.000065
   208.2,0.000119,0.000059
   208.4,0.000112,0.000065
   208.6,0.000112,0.000065
   208.8,0.000111,0.000065
   209.0,0.000112,0.000055
   209.2,0.000119,0.000056
   209.4,0.000119,0.000052
   209.6,0.000119,0.000056
   209.8,0.000112,0.000050
   210.0,0.000111,0.000054
   210.2,0.000112,0.000053
   210.4,0.000105,0.000053
   210.6,0.000105,0.000053
   210.8,0.000098,0.000059
   211.0,0.000084,0.000059
   211.2,0.000077,0.000055
   211.4,0.000084,0.000056
   211.6,0.000090,0.000052
   211.8,0.000090,0.000052
   212.0,0.000083,0.000046
   212.2,0.000076,0.000052
   212.4,0.000070,0.000052
   212.6,0.000069,0.000056
   212.8,0.000062,0.000051
   213.0,0.000069,0.000055
   213.2,0.000069,0.000054
   213.4,0.000068,0.000054
   213.6,0.000076,0.000054
   213.8,0.000089,0.000050
   214.0,0.000089,0.000050
   214.2,0.000082,0.000049
   214.4,0.000089,0.000045
   214.6,0.000097,0.000045
   214.8,0.000097,0.000045
   215.0,0.000110,0.000049
   215.2,0.000097,0.000045
   215.4,0.000110,0.000051
   215.6,0.000110,0.000051
   215.8,0.000110,0.000051
   216.0,0.000117,0.000041
   216.2,0.000117,0.000038
   216.4,0.000117,0.000042
   216.6,0.000110,0.000045
   216.8,0.000110,0.000050
   217.0,0.000104,0.000059
   217.2,0.000110,0.000063
   217.4,0.000116,0.000067
   217.6,0.000130,0.000077
   217.8,0.000137,0.000082
   218.0,0.000150,0.000086
   218.2,0.000143,0.000090
   218.4,0.000150,0.000093
   218.6,0.000149,0.000093
   218.8,0.000149,0.000097
   219.0,0.000156,0.000087
   219.2,0.000149,0.000083
   219.4,0.000149,0.000087
   219.6,0.000149,0.000087
   219.8,0.000156,0.000093
   220.0,0.000156,0.000102
   220.2,0.000156,0.000106
   220.4,0.000162,0.000110
   220.6,0.000155,0.000109
   220.8,0.000162,0.000113
   221.0,0.000162,0.000112
   221.2,0.000162,0.000112
   221.4,0.000162,0.000122
   221.6,0.000155,0.000122
   221.8,0.000169,0.000122
   222.0,0.000175,0.000128
   222.2,0.000182,0.000128
   222.4,0.000182,0.000128
   222.6,0.000182,0.000133
   222.8,0.000196,0.000128
   223.0,0.000189,0.000134
   223.2,0.000189,0.000134
   223.4,0.000189,0.000133
   223.6,0.000189,0.000128
   223.8,0.000190,0.000132
   224.0,0.000183,0.000128
   224.2,0.000183,0.000123
   224.4,0.000190,0.000115
   224.6,0.000190,0.000116
   224.8,0.000176,0.000116
   225.0,0.000169,0.000112
   225.2,0.000162,0.000107
   225.4,0.000162,0.000111
   225.6,0.000162,0.000101
   225.8,0.000163,0.000110
   226.0,0.000170,0.000106
   226.2,0.000170,0.000111
   226.4,0.000170,0.000103
   226.6,0.000177,0.000110
   226.8,0.000177,0.000108
   227.0,0.000170,0.000108
   227.2,0.000163,0.000107
   227.4,0.000156,0.000106
   227.6,0.000149,0.000104
   227.8,0.000149,0.000103
   228.0,0.000142,0.000104
   228.2,0.000142,0.000100
   228.4,0.000149,0.000100
   228.6,0.000149,0.000103
   228.8,0.000156,0.000099
   229.0,0.000157,0.000102
   229.2,0.000163,0.000107
   229.4,0.000156,0.000111
   229.6,0.000157,0.000102
   229.8,0.000150,0.000107
   230.0,0.000143,0.000107
   230.2,0.000143,0.000098
   230.4,0.000143,0.000089
   230.6,0.000143,0.000086
   230.8,0.000136,0.000075
   231.0,0.000143,0.000080
   231.2,0.000143,0.000088
   231.4,0.000149,0.000093
   231.6,0.000149,0.000093
   231.8,0.000156,0.000093
   232.0,0.000157,0.000099
   232.2,0.000163,0.000099
   232.4,0.000163,0.000099
   232.6,0.000170,0.000093
   232.8,0.000164,0.000093
   233.0,0.000170,0.000098
   233.2,0.000163,0.000093
   233.4,0.000163,0.000093
   233.6,0.000157,0.000097
   233.8,0.000156,0.000096
   234.0,0.000156,0.000096
   234.2,0.000157,0.000106
   234.4,0.000157,0.000106
   234.6,0.000157,0.000106
   234.8,0.000157,0.000100
   235.0,0.000157,0.000096
   235.2,0.000164,0.000100
   235.4,0.000164,0.000101
   235.6,0.000170,0.000106
   235.8,0.000164,0.000112
   236.0,0.000170,0.000116
   236.2,0.000170,0.000112
   236.4,0.000163,0.000112
   236.6,0.000170,0.000113
   236.8,0.000169,0.000112
   237.0,0.000176,0.000107
   237.2,0.000176,0.000106
   237.4,0.000170,0.000100
   237.6,0.000176,0.000095
   237.8,0.000156,0.000100
   238.0,0.000163,0.000106
   238.2,0.000163,0.000111
   238.4,0.000156,0.000107
   238.6,0.000170,0.000107
   238.8,0.000176,0.000098
   239.0,0.000183,0.000102
   239.2,0.000176,0.000103
   239.4,0.000176,0.000102
   239.6,0.000170,0.000098
   239.8,0.000163,0.000098
   240.0,0.000163,0.000098
   240.2,0.000170,0.000098
   240.4,0.000163,0.000093
   240.6,0.000170,0.000098
   240.8,0.000156,0.000102
   241.0,0.000163,0.000112
   241.2,0.000157,0.000112
   241.4,0.000149,0.000107
   241.6,0.000157,0.000103
   241.8,0.000163,0.000104
   242.0,0.000170,0.000104
   242.2,0.000163,0.000094
   242.4,0.000176,0.000100
   242.6,0.000176,0.000100
   242.8,0.000183,0.000104
   243.0,0.000183,0.000099
   243.2,0.000191,0.000107
   243.4,0.000191,0.000107
   243.6,0.000191,0.000110
   243.8,0.000191,0.000109
   244.0,0.000191,0.000114
   244.2,0.000184,0.000114
   244.4,0.000190,0.000114
   244.6,0.000183,0.000114
   244.8,0.000190,0.000111
   245.0,0.000183,0.000110
   245.2,0.000183,0.000115
   245.4,0.000189,0.000109
   245.6,0.000196,0.000114
   245.8,0.000203,0.000114
   246.0,0.000196,0.000114
   246.2,0.000210,0.000124
   246.4,0.000210,0.000130
   246.6,0.000202,0.000139
   246.8,0.000202,0.000143
   247.0,0.000210,0.000142
   247.2,0.000216,0.000146
   247.4,0.000223,0.000146
   247.6,0.000230,0.000146
   247.8,0.000237,0.000142
   248.0,0.000244,0.000142
   248.2,0.000250,0.000141
   248.4,0.000257,0.000141
   248.6,0.000250,0.000145
   248.8,0.000256,0.000149
   249.0,0.000257,0.000144
   249.2,0.000264,0.000154
   249.4,0.000264,0.000154
   249.6,0.000270,0.000158
   249.8,0.000270,0.000159
   250.0,0.000271,0.000163
   250.2,0.000278,0.000159
   250.4,0.000278,0.000164
   250.6,0.000285,0.000169
   250.8,0.000285,0.000177
   251.0,0.000284,0.000177
   251.2,0.000291,0.000177
   251.4,0.000290,0.000177
   251.6,0.000297,0.000178
   251.8,0.000290,0.000183
   252.0,0.000304,0.000182
   252.2,0.000304,0.000190
   252.4,0.000304,0.000194
   252.6,0.000304,0.000198
   252.8,0.000304,0.000194
   253.0,0.000317,0.000198
   253.2,0.000324,0.000199
   253.4,0.000324,0.000198
   253.6,0.000337,0.000204
   253.8,0.000344,0.000209
   254.0,0.000351,0.000209
   254.2,0.000344,0.000208
   254.4,0.000344,0.000218
   254.6,0.000344,0.000218
   254.8,0.000337,0.000222
   255.0,0.000344,0.000217
   255.2,0.000344,0.000226
   255.4,0.000344,0.000226
   255.6,0.000344,0.000231
   255.8,0.000350,0.000226
   256.0,0.000357,0.000236
   256.2,0.000364,0.000232
   256.4,0.000363,0.000236
   256.6,0.000350,0.000231
   256.8,0.000350,0.000234
   257.0,0.000342,0.000225
   257.2,0.000356,0.000225
   257.4,0.000349,0.000235
   257.6,0.000363,0.000241
   257.8,0.000363,0.000246
   258.0,0.000370,0.000245
   258.2,0.000356,0.000253
   258.4,0.000356,0.000257
   258.6,0.000355,0.000256
   258.8,0.000349,0.000261
   259.0,0.000369,0.000257
   259.2,0.000369,0.000258
   259.4,0.000369,0.000262
   259.6,0.000376,0.000262
   259.8,0.000376,0.000262
   260.0,0.000376,0.000262
   260.2,0.000369,0.000261
   260.4,0.000362,0.000256
   260.6,0.000368,0.000251
   260.8,0.000368,0.000251
   261.0,0.000375,0.000255
   261.2,0.000368,0.000260
   261.4,0.000375,0.000260
   261.6,0.000368,0.000264
   261.8,0.000368,0.000264
   262.0,0.000368,0.000265
   262.2,0.000361,0.000266
   262.4,0.000367,0.000275
   262.6,0.000367,0.000261
   262.8,0.000374,0.000272
   263.0,0.000382,0.000264
   263.2,0.000381,0.000268
   263.4,0.000374,0.000263
   263.6,0.000382,0.000272
   263.8,0.000382,0.000267
   264.0,0.000388,0.000261
   264.2,0.000381,0.000262
   264.4,0.000382,0.000263
   264.6,0.000382,0.000263
   264.8,0.000374,0.000267
   265.0,0.000382,0.000267
   265.2,0.000374,0.000271
   265.4,0.000374,0.000270
   265.6,0.000381,0.000271
   265.8,0.000388,0.000261
   266.0,0.000402,0.000258
   266.2,0.000394,0.000257
   266.4,0.000388,0.000261
   266.6,0.000388,0.000255
   266.8,0.000382,0.000269
   267.0,0.000388,0.000264
   267.2,0.000382,0.000269
   267.4,0.000395,0.000274
   267.6,0.000395,0.000274
   267.8,0.000402,0.000265
   268.0,0.000409,0.000269
   268.2,0.000415,0.000260
   268.4,0.000408,0.000264
   268.6,0.000408,0.000264
   268.8,0.000408,0.000264
   269.0,0.000408,0.000260
   269.2,0.000401,0.000264
   269.4,0.000408,0.000264
   269.6,0.000408,0.000264
   269.8,0.000415,0.000260
   270.0,0.000414,0.000268
   270.2,0.000414,0.000268
   270.4,0.000428,0.000268
   270.6,0.000428,0.000268
   270.8,0.000435,0.000274
   271.0,0.000421,0.000278
   271.2,0.000428,0.000284
   271.4,0.000435,0.000284
   271.6,0.000428,0.000284
   271.8,0.000442,0.000288
   272.0,0.000435,0.000288
   272.2,0.000442,0.000283
   272.4,0.000441,0.000293
   272.6,0.000448,0.000283
   272.8,0.000441,0.000298
   273.0,0.000440,0.000297
   273.2,0.000440,0.000296
   273.4,0.000434,0.000295
   273.6,0.000434,0.000294
   273.8,0.000440,0.000294
   274.0,0.000446,0.000290
   274.2,0.000460,0.000302
   274.4,0.000467,0.000307
   274.6,0.000473,0.000311
   274.8,0.000480,0.000316
   275.0,0.000487,0.000316
   275.2,0.000494,0.000315
   275.4,0.000500,0.000315
   275.6,0.000500,0.000315
   275.8,0.000514,0.000315
   276.0,0.000527,0.000314
   276.2,0.000527,0.000318
   276.4,0.000554,0.000317
   276.6,0.000554,0.000322
   276.8,0.000554,0.000325
   277.0,0.000560,0.000329
   277.2,0.000560,0.000332
   277.4,0.000567,0.000336
   277.6,0.000573,0.000336
   277.8,0.000586,0.000342
   278.0,0.000593,0.000348
   278.2,0.000606,0.000352
   278.4,0.000613,0.000357
   278.6,0.000626,0.000365
   278.8,0.000640,0.000375
   279.0,0.000653,0.000384
   279.2,0.000660,0.000383
   279.4,0.000680,0.000397
   279.6,0.000687,0.000397
   279.8,0.000686,0.000401
   280.0,0.000700,0.000396
   280.2,0.000713,0.000406
   280.4,0.000720,0.000401
   280.6,0.000733,0.000405
   280.8,0.000740,0.000419
   281.0,0.000753,0.000423
   281.2,0.000759,0.000432
   281.4,0.000773,0.000435
   281.6,0.000786,0.000445
   281.8,0.000806,0.000449
   282.0,0.000812,0.000458
   282.2,0.000839,0.000458
   282.4,0.000846,0.000472
   282.6,0.000873,0.000476
   282.8,0.000906,0.000490
   283.0,0.000919,0.000490
   283.2,0.000952,0.000499
   283.4,0.000979,0.000509
   283.6,0.001005,0.000517
   283.8,0.001019,0.000524
   284.0,0.001032,0.000537
   284.2,0.001051,0.000545
   284.4,0.001071,0.000554
   284.6,0.001091,0.000569
   284.8,0.001111,0.000574
   285.0,0.001130,0.000587
   285.2,0.001156,0.000590
   285.4,0.001183,0.000602
   285.6,0.001217,0.000605
   285.8,0.001250,0.000613
   286.0,0.001269,0.000627
   286.2,0.001303,0.000635
   286.4,0.001322,0.000650
   286.6,0.001355,0.000657
   286.8,0.001395,0.000681
   287.0,0.001449,0.000700
   287.2,0.001475,0.000709
   287.4,0.001509,0.000726
   287.6,0.001529,0.000734
   287.8,0.001562,0.000742
   288.0,0.001589,0.000755
   288.2,0.001621,0.000777
   288.4,0.001648,0.000790
   288.6,0.001681,0.000809
   288.8,0.001713,0.000822
   289.0,0.001754,0.000835
   289.2,0.001793,0.000848
   289.4,0.001841,0.000861
   289.6,0.001880,0.000869
   289.8,0.001926,0.000892
   290.0,0.001973,0.000904
   290.2,0.002013,0.000928
   290.4,0.002046,0.000940
   290.6,0.002079,0.000967
   290.8,0.002113,0.000985
   291.0,0.002152,0.001002
   291.2,0.002192,0.001015
   291.4,0.002239,0.001034
   291.6,0.002279,0.001043
   291.8,0.002319,0.001059
   292.0,0.002359,0.001067
   292.2,0.002398,0.001079
   292.4,0.002432,0.001093
   292.6,0.002478,0.001105
   292.8,0.002518,0.001122
   293.0,0.002558,0.001130
   293.2,0.002585,0.001148
   293.4,0.002624,0.001165
   293.6,0.002671,0.001183
   293.8,0.002718,0.001206
   294.0,0.002758,0.001219
   294.2,0.002791,0.001227
   294.4,0.002831,0.001235
   294.6,0.002864,0.001245
   294.8,0.002898,0.001258
   295.0,0.002924,0.001265
   295.2,0.002951,0.001274
   295.4,0.002977,0.001291
   295.6,0.003011,0.001305
   295.8,0.003037,0.001304
   296.0,0.003064,0.001318
   296.2,0.003091,0.001318
   296.4,0.003117,0.001322
   296.6,0.003157,0.001336
   296.8,0.003197,0.001346
   297.0,0.003224,0.001360
   297.2,0.003257,0.001369
   297.4,0.003271,0.001388
   297.6,0.003298,0.001401
   297.8,0.003325,0.001410
   298.0,0.003338,0.001418
   298.2,0.003358,0.001417
   298.4,0.003371,0.001420
   298.6,0.003384,0.001424
   298.8,0.003404,0.001428
   299.0,0.003417,0.001433
   299.2,0.003438,0.001439
   299.4,0.003451,0.001447
   299.6,0.003464,0.001447
   299.8,0.003478,0.001456
   300.0,0.003484,0.001461
   300.2,0.003498,0.001460
   300.4,0.003504,0.001469
   300.6,0.003518,0.001470
   300.8,0.003532,0.001466
   301.0,0.003525,0.001466
   301.2,0.003538,0.001462
   301.4,0.003532,0.001463
   301.6,0.003524,0.001462
   301.8,0.003532,0.001462
   302.0,0.003525,0.001461
   302.2,0.003525,0.001467
   302.4,0.003518,0.001467
   302.6,0.003519,0.001468
   302.8,0.003519,0.001459
   303.0,0.003512,0.001455
   303.2,0.003505,0.001446
   303.4,0.003492,0.001440
   303.6,0.003485,0.001435
   303.8,0.003479,0.001431
   304.0,0.003472,0.001426
   304.2,0.003459,0.001423
   304.4,0.003452,0.001425
   304.6,0.003438,0.001419
   304.8,0.003425,0.001414
   305.0,0.003419,0.001404
   305.2,0.003399,0.001399
   305.4,0.003378,0.001390
   305.6,0.003372,0.001385
   305.8,0.003352,0.001371
   306.0,0.003332,0.001368
   306.2,0.003312,0.001359
   306.4,0.003278,0.001355
   306.6,0.003251,0.001347
   306.8,0.003231,0.001343
   307.0,0.003204,0.001328
   307.2,0.003184,0.001319
   307.4,0.003150,0.001305
   307.6,0.003123,0.001296
   307.8,0.003096,0.001296
   308.0,0.003083,0.001283
   308.2,0.003063,0.001284
   308.4,0.003036,0.001276
   308.6,0.003023,0.001268
   308.8,0.003003,0.001255
   309.0,0.002990,0.001248
   309.2,0.002963,0.001244
   309.4,0.002950,0.001232
   309.6,0.002930,0.001229
   309.8,0.002910,0.001212
   310.0,0.002883,0.001198
   310.2,0.002850,0.001180
   310.4,0.002824,0.001166
   310.6,0.002797,0.001152
   310.8,0.002777,0.001143
   311.0,0.002757,0.001128
   311.2,0.002744,0.001120
   311.4,0.002724,0.001106
   311.6,0.002697,0.001107
   311.8,0.002685,0.001093
   312.0,0.002658,0.001089
   312.2,0.002638,0.001079
   312.4,0.002605,0.001080
   312.6,0.002592,0.001066
   312.8,0.002565,0.001068
   313.0,0.002538,0.001054
   313.2,0.002491,0.001050
   313.4,0.002458,0.001032
   313.6,0.002431,0.001019
   313.8,0.002404,0.001005
   314.0,0.002391,0.000991
   314.2,0.002378,0.000973
   314.4,0.002358,0.000963
   314.6,0.002331,0.000954
   314.8,0.002298,0.000945
   315.0,0.002271,0.000940
   315.2,0.002244,0.000931
   315.4,0.002224,0.000918
   315.6,0.002204,0.000910
   315.8,0.002191,0.000903
   316.0,0.002178,0.000895
   316.2,0.002159,0.000890
   316.4,0.002132,0.000886
   316.6,0.002106,0.000882
   316.8,0.002085,0.000873
   317.0,0.002073,0.000868
   317.2,0.002059,0.000864
   317.4,0.002053,0.000860
   317.6,0.002040,0.000850
   317.8,0.002027,0.000837
   318.0,0.002014,0.000828
   318.2,0.002001,0.000824
   318.4,0.001973,0.000815
   318.6,0.001954,0.000816
   318.8,0.001927,0.000808
   319.0,0.001900,0.000799
   319.2,0.001887,0.000795
   319.4,0.001867,0.000791
   319.6,0.001854,0.000783
   319.8,0.001833,0.000778
   320.0,0.001807,0.000769
   320.2,0.001787,0.000764
   320.4,0.001768,0.000755
   320.6,0.001748,0.000741
   320.8,0.001734,0.000727
   321.0,0.001721,0.000721
   321.2,0.001707,0.000717
   321.4,0.001687,0.000713
   321.6,0.001667,0.000709
   321.8,0.001640,0.000706
   322.0,0.001620,0.000697
   322.2,0.001614,0.000698
   322.4,0.001608,0.000688
   322.6,0.001594,0.000689
   322.8,0.001574,0.000685
   323.0,0.001561,0.000670
   323.2,0.001548,0.000661
   323.4,0.001535,0.000657
   323.6,0.001521,0.000648
   323.8,0.001508,0.000644
   324.0,0.001495,0.000642
   324.2,0.001488,0.000643
   324.4,0.001468,0.000633
   324.6,0.001462,0.000637
   324.8,0.001442,0.000632
   325.0,0.001435,0.000633
   325.2,0.001422,0.000619
   325.4,0.001415,0.000616
   325.6,0.001402,0.000609
   325.8,0.001395,0.000609
   326.0,0.001375,0.000594
   326.2,0.001369,0.000594
   326.4,0.001349,0.000593
   326.6,0.001328,0.000583
   326.8,0.001322,0.000579
   327.0,0.001309,0.000580
   327.2,0.001296,0.000571
   327.4,0.001282,0.000566
   327.6,0.001276,0.000557
   327.8,0.001263,0.000548
   328.0,0.001242,0.000544
   328.2,0.001243,0.000544
   328.4,0.001222,0.000539
   328.6,0.001209,0.000535
   328.8,0.001189,0.000531
   329.0,0.001189,0.000526
   329.2,0.001176,0.000522
   329.4,0.001163,0.000518
   329.6,0.001149,0.000514
   329.8,0.001149,0.000504
   330.0,0.001143,0.000496
   330.2,0.001130,0.000492
   330.4,0.001117,0.000487
   330.6,0.001103,0.000492
   330.8,0.001091,0.000493
   331.0,0.001077,0.000493
   331.2,0.001064,0.000488
   331.4,0.001057,0.000484
   331.6,0.001037,0.000480
   331.8,0.001023,0.000480
   332.0,0.001023,0.000476
   332.2,0.001017,0.000476
   332.4,0.001010,0.000472
   332.6,0.001003,0.000472
   332.8,0.001003,0.000462
   333.0,0.000997,0.000457
   333.2,0.000991,0.000448
   333.4,0.000970,0.000448
   333.6,0.000957,0.000443
   333.8,0.000944,0.000439
   334.0,0.000937,0.000434
   334.2,0.000923,0.000435
   334.4,0.000924,0.000432
   334.6,0.000924,0.000434
   334.8,0.000918,0.000434
   335.0,0.000911,0.000428
   335.2,0.000898,0.000423
   335.4,0.000891,0.000418
   335.6,0.000884,0.000413
   335.8,0.000885,0.000413
   336.0,0.000871,0.000403
   336.2,0.000864,0.000413
   336.4,0.000857,0.000409
   336.6,0.000851,0.000399
   336.8,0.000845,0.000400
   337.0,0.000838,0.000397
   337.2,0.000831,0.000387
   337.4,0.000825,0.000388
   337.6,0.000825,0.000389
   337.8,0.000818,0.000385
   338.0,0.000812,0.000379
   338.2,0.000805,0.000370
   338.4,0.000799,0.000365
   338.6,0.000792,0.000356
   338.8,0.000779,0.000356
   339.0,0.000786,0.000351
   339.2,0.000779,0.000357
   339.4,0.000786,0.000353
   339.6,0.000765,0.000352
   339.8,0.000772,0.000353
   340.0,0.000759,0.000353
   340.2,0.000759,0.000343
   340.4,0.000746,0.000347
   340.6,0.000754,0.000346
   340.8,0.000747,0.000341
   341.0,0.000747,0.000345
   341.2,0.000733,0.000336
   341.4,0.000720,0.000342
   341.6,0.000706,0.000337
   341.8,0.000713,0.000343
   342.0,0.000693,0.000340
   342.2,0.000693,0.000332
   342.4,0.000693,0.000336
   342.6,0.000680,0.000328
   342.8,0.000673,0.000326
   343.0,0.000673,0.000321
   343.2,0.000666,0.000316
   343.4,0.000659,0.000316
   343.6,0.000660,0.000307
   343.8,0.000660,0.000313
   344.0,0.000653,0.000308
   344.2,0.000639,0.000305
   344.4,0.000633,0.000307
   344.6,0.000627,0.000302
   344.8,0.000627,0.000312
   345.0,0.000634,0.000308
   345.2,0.000628,0.000317
   345.4,0.000628,0.000317
   345.6,0.000635,0.000317
   345.8,0.000628,0.000313
   346.0,0.000628,0.000314
   346.2,0.000628,0.000309
   346.4,0.000628,0.000315
   346.6,0.000615,0.000310
   346.8,0.000608,0.000307
   347.0,0.000601,0.000302
   347.2,0.000602,0.000302
   347.4,0.000588,0.000306
   347.6,0.000581,0.000305
   347.8,0.000574,0.000300
