Run Name,20220809_S200_16600_sfpqTEVdig_part2
Run Date,09:38:14 AM   08-10-22
Method Name,S200_16/600_finishabortedrun.2
Export Format Version, 1.00
Method ID,  861
Points/Second, 2.00
Number of Records,   8421
Offset from Run Start Time,00:00:00
Run End Time,01:10:00
Time,Second
QuadTec 1, (280.0 nm), AU
QuadTec 2, (260.0 nm), AU
Gradient Pump,%B
QuadTec 3, (205.0 nm), AU
QuadTec 4, (488.0 nm), AU
Trace 5,<Not Selected>
Conductivity,mS/cm
GP Pressure,PSI
Volume,ml
Fraction,Tube Number
Time,QuadTec 1,QuadTec 2,Gradient Pump,QuadTec 3,QuadTec 4,Conductivity,GP Pressure,Volume,Fraction
     0.0,0.009465,0.002809,  0,0.050138,0.001233,  56.051,   13,     0.0,0
     0.5,0.009463,0.002806,  0,0.050138,0.001216,  56.048,   17,     0.0, 33
     1.0,0.009465,0.002809,  0,0.050102,0.001214,  56.060,   17,     0.0, 33
     1.5,0.009473,0.002809,  0,0.050039,0.001213,  56.066,   19,     0.0, 33
     2.0,0.009473,0.002809,  0,0.050030,0.001228,  56.076,   19,     0.0, 33
     2.5,0.009486,0.002859,  0,0.050102,0.001237,  56.081,   19,     0.0, 33
     3.0,0.008964,0.002566,  0,0.046733,0.001189,  56.082,   19,     0.1, 33
     3.5,0.006926,-0.000390,  0,0.044623,0.001179,  56.089,   19,     0.1, 33
     4.0,0.003492,-0.003209,  0,0.042459,0.001669,  56.096,   19,     0.1, 33
     4.5,0.003240,-0.003922,  0,0.034625,0.001101,  56.088,   19,     0.1, 33
     5.0,0.003829,-0.003288,  0,0.030737,-0.001191,  56.091,   20,     0.1, 33
     5.5,0.003998,-0.003206,  0,0.034580,-0.004344,  56.098,   20,     0.1, 33
     6.0,0.004031,-0.003107,  0,0.034471,-0.003940,  56.096,   19,     0.1, 33
     6.5,0.004240,-0.002976,  0,0.036228,-0.003822,  56.097,   19,     0.1, 33
     7.0,0.004450,-0.002861,  0,0.034181,-0.003719,  56.103,   20,     0.1, 33
     7.5,0.004589,-0.002707,  0,0.034055,-0.003596,  56.103,   20,     0.1, 33
     8.0,0.004712,-0.002575,  0,0.034000,-0.003279,  56.102,   19,     0.1, 33
     8.5,0.004871,-0.002488,  0,0.035984,-0.003096,  56.109,   19,     0.1, 33
     9.0,0.004990,-0.002428,  0,0.030176,-0.002976,  56.110,   20,     0.2, 33
     9.5,0.005106,-0.002335,  0,0.032278,-0.002848,  56.114,   20,     0.2, 33
    10.0,0.005197,-0.002260,  0,0.030393,-0.002678,  56.109,   20,     0.2, 33
    10.5,0.005260,-0.002192,  0,0.032179,-0.002574,  56.111,   20,     0.2, 33
    11.0,0.005324,-0.002134,  0,0.030194,-0.002412,  56.112,   21,     0.2, 33
    11.5,0.005389,-0.002093,  0,0.032151,-0.002268,  56.109,   21,     0.2, 33
    12.0,0.005446,-0.002052,  0,0.034091,-0.002270,  56.109,   20,     0.2, 33
    12.5,0.005481,-0.002010,  0,0.030212,-0.002261,  56.111,   20,     0.2, 33
    13.0,0.005537,-0.001975,  0,0.030176,-0.002237,  56.110,   21,     0.2, 33
    13.5,0.005582,-0.001942,  0,0.032106,-0.002190,  56.105,   21,     0.2, 33
    14.0,0.005617,-0.001908,  0,0.034036,-0.002162,  56.101,   21,     0.2, 33
    14.5,0.005654,-0.001877,  0,0.030176,-0.002107,  56.098,   21,     0.2, 33
    15.0,0.005687,-0.001841,  0,0.030194,-0.002099,  56.098,   21,     0.3, 33
    15.5,0.005733,-0.001816,  0,0.032124,-0.002071,  56.095,   21,     0.3, 33
    16.0,0.005779,-0.001782,  0,0.034073,-0.002096,  56.090,   21,     0.3, 33
    16.5,0.005809,-0.001752,  0,0.030221,-0.002031,  56.094,   21,     0.3, 33
    17.0,0.005824,-0.001733,  0,0.030194,-0.002024,  56.093,   21,     0.3, 33
    17.5,0.005858,-0.001703,  0,0.032124,-0.001931,  56.089,   21,     0.3, 33
    18.0,0.005874,-0.001691,  0,0.034073,-0.001814,  56.091,   21,     0.3, 33
    18.5,0.005907,-0.001679,  0,0.032133,-0.001834,  56.093,   22,     0.3, 33
    19.0,0.005939,-0.001640,  0,0.030158,-0.001782,  56.089,   22,     0.3, 33
    19.5,0.006019,-0.001573,  0,0.032070,-0.001770,  56.092,   21,     0.3, 33
    20.0,0.006124,-0.001486,  0,0.030158,-0.001844,  56.095,   21,     0.3, 33
    20.5,0.006239,-0.001361,  0,0.028254,-0.001792,  56.090,   21,     0.3, 33
    21.0,0.006341,-0.001198,  0,0.030158,-0.001759,  56.104,   21,     0.3, 33
    21.5,0.006511,-0.001013,  0,0.032097,-0.001683,  56.097,   21,     0.4, 33
    22.0,0.006686,-0.000868,  0,0.034036,-0.001555,  56.105,   21,     0.4, 33
    22.5,0.006852,-0.000715,  0,0.034027,-0.001469,  56.105,   22,     0.4, 33
    23.0,0.006973,-0.000574,  0,0.030158,-0.001436,  56.115,   22,     0.4, 33
    23.5,0.007074,-0.000413,  0,0.032097,-0.001403,  56.120,   21,     0.4, 33
    24.0,0.007168,-0.000327,  0,0.034127,-0.001284,  56.128,   21,     0.4, 33
    24.5,0.007256,-0.000258,  0,0.034199,-0.001181,  56.127,   21,     0.4, 33
    25.0,0.007343,-0.000192,  0,0.034109,-0.001155,  56.143,   22,     0.4, 33
    25.5,0.007392,-0.000109,  0,0.034272,-0.001139,  56.146,   21,     0.4, 33
    26.0,0.007419,-0.000078,  0,0.034199,-0.001128,  56.159,   21,     0.4, 33
    26.5,0.007443,-0.000053,  0,0.036038,-0.001152,  56.167,   21,     0.4, 33
    27.0,0.007444,-0.000041,  0,0.037950,-0.001119,  56.197,   22,     0.4, 33
    27.5,0.007436,-0.000052,  0,0.034073,-0.001099,  56.205,   21,     0.5, 33
    28.0,0.007407,-0.000087,  0,0.034055,-0.001085,  56.212,   22,     0.5, 33
    28.5,0.007376,-0.000105,  0,0.036029,-0.001224,  56.217,   22,     0.5, 33
    29.0,0.007362,-0.000123,  0,0.034073,-0.001200,  56.227,   21,     0.5, 33
    29.5,0.007355,-0.000153,  0,0.030176,-0.001106,  56.235,   21,     0.5, 33
    30.0,0.007345,-0.000149,  0,0.034036,-0.001032,  56.243,   22,     0.5, 33
    30.5,0.007320,-0.000162,  0,0.034055,-0.001001,  56.252,   22,     0.5, 33
    31.0,0.007315,-0.000176,  0,0.030176,-0.000898,  56.258,   21,     0.5, 33
    31.5,0.007308,-0.000181,  0,0.026368,-0.000948,  56.270,   22,     0.5, 33
    32.0,0.007299,-0.000226,  0,0.026331,-0.001033,  56.281,   21,     0.5, 33
    32.5,0.007284,-0.000255,  0,0.028236,-0.001026,  56.282,   21,     0.5, 33
    33.0,0.007253,-0.000283,  0,0.034073,-0.001009,  56.285,   22,     0.6, 33
    33.5,0.007230,-0.000300,  0,0.030393,-0.000992,  56.298,   22,     0.6, 33
    34.0,0.007232,-0.000318,  0,0.030321,-0.001023,  56.297,   21,     0.6, 33
    34.5,0.007224,-0.000347,  0,0.032206,-0.001109,  56.312,   21,     0.6, 33
    35.0,0.007196,-0.000347,  0,0.034109,-0.001238,  56.338,   22,     0.6, 33
    35.5,0.007199,-0.000347,  0,0.030276,-0.001303,  56.342,   22,     0.6, 33
    36.0,0.007190,-0.000352,  0,0.030212,-0.001310,  56.349,   21,     0.6, 33
    36.5,0.007182,-0.000357,  0,0.032124,-0.001212,  56.348,   21,     0.6, 33
    37.0,0.007178,-0.000366,  0,0.034055,-0.001157,  56.349,   21,     0.6, 33
    37.5,0.007178,-0.000385,  0,0.030203,-0.000997,  56.353,   21,     0.6, 33
    38.0,0.007190,-0.000395,  0,0.030212,-0.000922,  56.357,   21,     0.6, 33
    38.5,0.007193,-0.000400,  0,0.028462,-0.000954,  56.356,   22,     0.6, 33
    39.0,0.007172,-0.000414,  0,0.026567,-0.000941,  56.359,   22,     0.6, 33
    39.5,0.007161,-0.000433,  0,0.028362,-0.000994,  56.361,   22,     0.7, 33
    40.0,0.007163,-0.000432,  0,0.030248,-0.001066,  56.364,   21,     0.7, 33
    40.5,0.007150,-0.000439,  0,0.032133,-0.001167,  56.364,   21,     0.7, 33
    41.0,0.007132,-0.000446,  0,0.030194,-0.001143,  56.367,   22,     0.7, 33
    41.5,0.007147,-0.000439,  0,0.032151,-0.001095,  56.363,   22,     0.7, 33
    42.0,0.007138,-0.000448,  0,0.030303,-0.001090,  56.359,   22,     0.7, 33
    42.5,0.007130,-0.000461,  0,0.032305,-0.001100,  56.365,   21,     0.7, 33
    43.0,0.007114,-0.000475,  0,0.030411,-0.001148,  56.361,   21,     0.7, 33
    43.5,0.007118,-0.000488,  0,0.032341,-0.001164,  56.359,   22,     0.7, 33
    44.0,0.007093,-0.000501,  0,0.030429,-0.001153,  56.362,   22,     0.7, 33
    44.5,0.007086,-0.000514,  0,0.032432,-0.001120,  56.355,   21,     0.7, 33
    45.0,0.007094,-0.000507,  0,0.034362,-0.001096,  56.354,   21,     0.8, 33
    45.5,0.007100,-0.000501,  0,0.030447,-0.001109,  56.351,   21,     0.8, 33
    46.0,0.007098,-0.000488,  0,0.030429,-0.001076,  56.349,   21,     0.8, 33
    46.5,0.007094,-0.000495,  0,0.032387,-0.001081,  56.342,   21,     0.8, 33
    47.0,0.007093,-0.000498,  0,0.034308,-0.001196,  56.339,   22,     0.8, 33
    47.5,0.007099,-0.000496,  0,0.034308,-0.001163,  56.336,   22,     0.8, 33
    48.0,0.007097,-0.000501,  0,0.034326,-0.001163,  56.334,   22,     0.8, 33
    48.5,0.007086,-0.000507,  0,0.034281,-0.001163,  56.326,   22,     0.8, 33
    49.0,0.007077,-0.000512,  0,0.034308,-0.001134,  56.314,   21,     0.8, 33
    49.5,0.007081,-0.000518,  0,0.038239,-0.001146,  56.319,   21,     0.8, 33
    50.0,0.007076,-0.000524,  0,0.038112,-0.001158,  56.316,   21,     0.8, 33
    50.5,0.007072,-0.000537,  0,0.040041,-0.001143,  56.304,   22,     0.8, 33
    51.0,0.007076,-0.000537,  0,0.042025,-0.001153,  56.305,   22,     0.9, 33
    51.5,0.007076,-0.000525,  0,0.042079,-0.001153,  56.295,   21,     0.9, 33
    52.0,0.007079,-0.000537,  0,0.034235,-0.001129,  56.294,   22,     0.9, 33
    52.5,0.007063,-0.000536,  0,0.034290,-0.001119,  56.287,   22,     0.9, 33
    53.0,0.007047,-0.000541,  0,0.030484,-0.001139,  56.288,   22,     0.9, 33
    53.5,0.007033,-0.000549,  0,0.036301,-0.001172,  56.284,   21,     0.9, 33
    54.0,0.007022,-0.000563,  0,0.034326,-0.001172,  56.278,   21,     0.9, 33
    54.5,0.007036,-0.000586,  0,0.032378,-0.001129,  56.272,   21,     0.9, 33
    55.0,0.007045,-0.000593,  0,0.034272,-0.001082,  56.261,   22,     0.9, 33
    55.5,0.007019,-0.000584,  0,0.032314,-0.001084,  56.241,   21,     0.9, 33
    56.0,0.007012,-0.000578,  0,0.030429,-0.001134,  56.237,   21,     0.9, 33
    56.5,0.007043,-0.000578,  0,0.032378,-0.001211,  56.229,   21,     0.9, 33
    57.0,0.007061,-0.000589,  0,0.034308,-0.001192,  56.229,   22,     0.9, 33
    57.5,0.007045,-0.000593,  0,0.032378,-0.001146,  56.222,   22,     1.0, 33
    58.0,0.007029,-0.000598,  0,0.030466,-0.001086,  56.223,   21,     1.0, 33
    58.5,0.007023,-0.000590,  0,0.030466,-0.001064,  56.219,   21,     1.0, 33
    59.0,0.007017,-0.000596,  0,0.034308,-0.001062,  56.223,   21,     1.0, 33
    59.5,0.007010,-0.000602,  0,0.036228,-0.001060,  56.221,   21,     1.0, 33
    60.0,0.007011,-0.000609,  0,0.038112,-0.001043,  56.227,   21,     1.0, 33
    60.5,0.006991,-0.000602,  0,0.034235,-0.001048,  56.228,   21,     1.0, 33
    61.0,0.006976,-0.000609,  0,0.034254,-0.001048,  56.234,   22,     1.0, 33
    61.5,0.006979,-0.000620,  0,0.036174,-0.000979,  56.237,   22,     1.0, 33
    62.0,0.006983,-0.000631,  0,0.038094,-0.001058,  56.240,   22,     1.0, 33
    62.5,0.006967,-0.000633,  0,0.034254,-0.001115,  56.241,   21,     1.0, 33
    63.0,0.006971,-0.000625,  0,0.034254,-0.001101,  56.251,   21,     1.0, 33
    63.5,0.006987,-0.000631,  0,0.036192,-0.001036,  56.246,   21,     1.1, 33
    64.0,0.006975,-0.000634,  0,0.038131,-0.001039,  56.250,   21,     1.1, 33
    64.5,0.006964,-0.000633,  0,0.034245,-0.001031,  56.266,   21,     1.1, 33
    65.0,0.006954,-0.000640,  0,0.030411,-0.001024,  56.270,   22,     1.1, 33
    65.5,0.006954,-0.000637,  0,0.032369,-0.001036,  56.272,   21,     1.1, 33
    66.0,0.006958,-0.000638,  0,0.030411,-0.000996,  56.273,   21,     1.1, 33
    66.5,0.006954,-0.000642,  0,0.026531,-0.000996,  56.265,   21,     1.1, 33
    67.0,0.006950,-0.000651,  0,0.026549,-0.001020,  56.270,   21,     1.1, 33
    67.5,0.006953,-0.000654,  0,0.026522,-0.001026,  56.270,   21,     1.1, 33
    68.0,0.006953,-0.000660,  0,0.030321,-0.001019,  56.270,   21,     1.1, 33
    68.5,0.006941,-0.000676,  0,0.032378,-0.001008,  56.271,   21,     1.1, 33
    69.0,0.006945,-0.000666,  0,0.034254,-0.001039,  56.278,   21,     1.1, 33
    69.5,0.006955,-0.000668,  0,0.034235,-0.001067,  56.281,   22,     1.2, 33
    70.0,0.006961,-0.000685,  0,0.034272,-0.001068,  56.282,   22,     1.2, 33
    70.5,0.006948,-0.000691,  0,0.030493,-0.001050,  56.279,   22,     1.2, 33
    71.0,0.006952,-0.000679,  0,0.030357,-0.001081,  56.276,   21,     1.2, 33
    71.5,0.006944,-0.000678,  0,0.032251,-0.001125,  56.282,   22,     1.2, 33
    72.0,0.006929,-0.000695,  0,0.030321,-0.001058,  56.287,   22,     1.2, 33
    72.5,0.006928,-0.000707,  0,0.032287,-0.001015,  56.286,   21,     1.2, 33
    73.0,0.006940,-0.000703,  0,0.034254,-0.001005,  56.290,   22,     1.2, 33
    73.5,0.006934,-0.000696,  0,0.032323,-0.000988,  56.291,   22,     1.2, 33
    74.0,0.006936,-0.000702,  0,0.030393,-0.001058,  56.293,   21,     1.2, 33
    74.5,0.006928,-0.000714,  0,0.032323,-0.001067,  56.295,   21,     1.2, 33
    75.0,0.006927,-0.000711,  0,0.034308,-0.001048,  56.299,   21,     1.3, 33
    75.5,0.006928,-0.000716,  0,0.034290,-0.001014,  56.296,   22,     1.3, 33
    76.0,0.006928,-0.000711,  0,0.034272,-0.001024,  56.298,   22,     1.3, 33
    76.5,0.006912,-0.000711,  0,0.036228,-0.001031,  56.299,   22,     1.3, 33
    77.0,0.006916,-0.000720,  0,0.034254,-0.001038,  56.301,   21,     1.3, 33
    77.5,0.006921,-0.000709,  0,0.034290,-0.001031,  56.294,   21,     1.3, 33
    78.0,0.006916,-0.000717,  0,0.034272,-0.001063,  56.295,   22,     1.3, 33
    78.5,0.006913,-0.000727,  0,0.034245,-0.001020,  56.286,   22,     1.3, 33
    79.0,0.006900,-0.000733,  0,0.034272,-0.001010,  56.287,   22,     1.3, 33
    79.5,0.006901,-0.000727,  0,0.034272,-0.000987,  56.278,   22,     1.3, 33
    80.0,0.006911,-0.000721,  0,0.034254,-0.000977,  56.276,   22,     1.3, 33
    80.5,0.006903,-0.000721,  0,0.030420,-0.001046,  56.276,   22,     1.3, 33
    81.0,0.006903,-0.000731,  0,0.030520,-0.001139,  56.269,   22,     1.4, 33
    81.5,0.006904,-0.000740,  0,0.034299,-0.001158,  56.258,   21,     1.4, 33
    82.0,0.006900,-0.000753,  0,0.034254,-0.001111,  56.256,   21,     1.4, 33
    82.5,0.006914,-0.000752,  0,0.030457,-0.001182,  56.247,   22,     1.4, 33
    83.0,0.006924,-0.000727,  0,0.030466,-0.001163,  56.241,   22,     1.4, 33
    83.5,0.006904,-0.000748,  0,0.032405,-0.001127,  56.238,   21,     1.4, 33
    84.0,0.006891,-0.000750,  0,0.034326,-0.001110,  56.236,   22,     1.4, 33
    84.5,0.006881,-0.000751,  0,0.032369,-0.001103,  56.227,   21,     1.4, 33
    85.0,0.006875,-0.000762,  0,0.030411,-0.001105,  56.223,   22,     1.4, 33
    85.5,0.006885,-0.000757,  0,0.032441,-0.001071,  56.201,   22,     1.4, 33
    86.0,0.006891,-0.000766,  0,0.034362,-0.001029,  56.194,   22,     1.4, 33
    86.5,0.006892,-0.000755,  0,0.034290,-0.001048,  56.191,   21,     1.4, 33
    87.0,0.006879,-0.000744,  0,0.034272,-0.001053,  56.183,   21,     1.5, 33
    87.5,0.006889,-0.000746,  0,0.032287,-0.001055,  56.178,   22,     1.5, 33
    88.0,0.006891,-0.000756,  0,0.034199,-0.001038,  56.179,   22,     1.5, 33
    88.5,0.006887,-0.000762,  0,0.030366,-0.001043,  56.178,   22,     1.5, 33
    89.0,0.006882,-0.000772,  0,0.026585,-0.001034,  56.177,   22,     1.5, 33
    89.5,0.006880,-0.000775,  0,0.026594,-0.001026,  56.172,   21,     1.5, 33
    90.0,0.006870,-0.000763,  0,0.026621,-0.001028,  56.169,   21,     1.5, 33
    90.5,0.006870,-0.000762,  0,0.028589,-0.001050,  56.171,   21,     1.5, 33
    91.0,0.006882,-0.000760,  0,0.030502,-0.001067,  56.176,   22,     1.5, 33
    91.5,0.006870,-0.000774,  0,0.030384,-0.001041,  56.176,   21,     1.5, 33
    92.0,0.006861,-0.000764,  0,0.034235,-0.001067,  56.177,   21,     1.5, 33
    92.5,0.006860,-0.000757,  0,0.034245,-0.001172,  56.175,   21,     1.5, 33
    93.0,0.006873,-0.000751,  0,0.030357,-0.001229,  56.171,   21,     1.5, 33
    93.5,0.006865,-0.000771,  0,0.030411,-0.001184,  56.173,   22,     1.6, 33
    94.0,0.006865,-0.000773,  0,0.034235,-0.001095,  56.176,   22,     1.6, 33
    94.5,0.006863,-0.000785,  0,0.034208,-0.001079,  56.181,   21,     1.6, 33
    95.0,0.006862,-0.000800,  0,0.030375,-0.001034,  56.180,   22,     1.6, 33
    95.5,0.006861,-0.000788,  0,0.030348,-0.001069,  56.188,   22,     1.6, 33
    96.0,0.006868,-0.000784,  0,0.034272,-0.001082,  56.187,   22,     1.6, 33
    96.5,0.006883,-0.000770,  0,0.036255,-0.001158,  56.189,   21,     1.6, 33
    97.0,0.006895,-0.000763,  0,0.030411,-0.001120,  56.194,   22,     1.6, 33
    97.5,0.006911,-0.000760,  0,0.030420,-0.001144,  56.195,   22,     1.6, 33
    98.0,0.006903,-0.000741,  0,0.030520,-0.001158,  56.193,   21,     1.6, 33
    98.5,0.006897,-0.000733,  0,0.032504,-0.001077,  56.201,   21,     1.6, 33
    99.0,0.006891,-0.000725,  0,0.030556,-0.001030,  56.204,   21,     1.6, 33
    99.5,0.006906,-0.000733,  0,0.026603,-0.000989,  56.202,   22,     1.7, 33
   100.0,0.006911,-0.000725,  0,0.030411,-0.001015,  56.202,   21,     1.7, 33
   100.5,0.006918,-0.000734,  0,0.032314,-0.000969,  56.201,   21,     1.7, 33
   101.0,0.006906,-0.000740,  0,0.034254,-0.000881,  56.208,   21,     1.7, 33
   101.5,0.006918,-0.000739,  0,0.030475,-0.000890,  56.202,   21,     1.7, 33
   102.0,0.006927,-0.000746,  0,0.030520,-0.000929,  56.201,   21,     1.7, 33
   102.5,0.006924,-0.000747,  0,0.032414,-0.000922,  56.209,   21,     1.7, 33
   103.0,0.006918,-0.000738,  0,0.034308,-0.000910,  56.209,   22,     1.7, 33
   103.5,0.006917,-0.000737,  0,0.030529,-0.000876,  56.212,   22,     1.7, 33
   104.0,0.006906,-0.000741,  0,0.030447,-0.000886,  56.215,   21,     1.7, 33
   104.5,0.006906,-0.000752,  0,0.028516,-0.000915,  56.219,   21,     1.7, 33
   105.0,0.006902,-0.000754,  0,0.026603,-0.000896,  56.238,   22,     1.8, 33
   105.5,0.006891,-0.000763,  0,0.026585,-0.000938,  56.240,   22,     1.8, 33
   106.0,0.006885,-0.000758,  0,0.026603,-0.000934,  56.247,   21,     1.8, 33
   106.5,0.006887,-0.000756,  0,0.026576,-0.000865,  56.247,   21,     1.8, 33
   107.0,0.006893,-0.000748,  0,0.026549,-0.000838,  56.254,   22,     1.8, 33
   107.5,0.006897,-0.000744,  0,0.026558,-0.000833,  56.254,   22,     1.8, 33
   108.0,0.006905,-0.000739,  0,0.026513,-0.000818,  56.248,   21,     1.8, 33
   108.5,0.006901,-0.000739,  0,0.026612,-0.000809,  56.248,   22,     1.8, 33
   109.0,0.006893,-0.000742,  0,0.026657,-0.000867,  56.253,   22,     1.8, 33
   109.5,0.006896,-0.000736,  0,0.026612,-0.000807,  56.253,   22,     1.8, 33
   110.0,0.006910,-0.000742,  0,0.026621,-0.000823,  56.259,   22,     1.8, 33
   110.5,0.006902,-0.000743,  0,0.026585,-0.000853,  56.258,   21,     1.8, 33
   111.0,0.006902,-0.000742,  0,0.026639,-0.000886,  56.247,   21,     1.9, 33
   111.5,0.006901,-0.000748,  0,0.026712,-0.000836,  56.256,   22,     1.9, 33
   112.0,0.006905,-0.000740,  0,0.026675,-0.000810,  56.254,   22,     1.9, 33
   112.5,0.006917,-0.000734,  0,0.030475,-0.000801,  56.254,   22,     1.9, 33
   113.0,0.006922,-0.000723,  0,0.034308,-0.000849,  56.251,   22,     1.9, 33
   113.5,0.006915,-0.000723,  0,0.030420,-0.000801,  56.251,   22,     1.9, 33
   114.0,0.006909,-0.000735,  0,0.030393,-0.000796,  56.251,   22,     1.9, 33
   114.5,0.006917,-0.000734,  0,0.028444,-0.000820,  56.250,   22,     1.9, 33
   115.0,0.006917,-0.000739,  0,0.026567,-0.000925,  56.247,   21,     1.9, 33
   115.5,0.006898,-0.000745,  0,0.026612,-0.000848,  56.241,   21,     1.9, 33
   116.0,0.006900,-0.000752,  0,0.030447,-0.000858,  56.236,   21,     1.9, 33
   116.5,0.006907,-0.000764,  0,0.032351,-0.000932,  56.241,   21,     1.9, 33
   117.0,0.006901,-0.000764,  0,0.034235,-0.000915,  56.234,   22,     2.0, 33
   117.5,0.006890,-0.000752,  0,0.032287,-0.000970,  56.233,   21,     2.0, 33
   118.0,0.006888,-0.000755,  0,0.030375,-0.000967,  56.226,   21,     2.0, 33
   118.5,0.006892,-0.000767,  0,0.032332,-0.000936,  56.216,   21,     2.0, 33
   119.0,0.006889,-0.000774,  0,0.034326,-0.000901,  56.196,   22,     2.0, 33
   119.5,0.006887,-0.000766,  0,0.032414,-0.000861,  56.188,   21,     2.0, 33
   120.0,0.006880,-0.000771,  0,0.030429,-0.000877,  56.186,   21,     2.0, 33
   120.0,0.006879,-0.000771,  0,0.030425,-0.000878,  56.186,   21,     2.0, 34
   120.5,0.006862,-0.000768,  0,0.032332,-0.000944,  56.181,   21,     2.0, 34
   121.0,0.006852,-0.000777,  0,0.034272,-0.000997,  56.178,   21,     2.0, 34
   121.5,0.006860,-0.000781,  0,0.032341,-0.000999,  56.175,   21,     2.0, 34
   122.0,0.006867,-0.000786,  0,0.030357,-0.000958,  56.172,   21,     2.0, 34
   122.5,0.006868,-0.000785,  0,0.032314,-0.000898,  56.173,   21,     2.0, 34
   123.0,0.006880,-0.000783,  0,0.034217,-0.000905,  56.175,   22,     2.0, 34
   123.5,0.006874,-0.000789,  0,0.032269,-0.000860,  56.171,   21,     2.1, 34
   124.0,0.006863,-0.000792,  0,0.030375,-0.000868,  56.171,   21,     2.1, 34
   124.5,0.006851,-0.000801,  0,0.030393,-0.000894,  56.165,   21,     2.1, 34
   125.0,0.006856,-0.000802,  0,0.034254,-0.000901,  56.170,   21,     2.1, 34
   125.5,0.006867,-0.000801,  0,0.034217,-0.000830,  56.167,   21,     2.1, 34
   126.0,0.006867,-0.000808,  0,0.034199,-0.000839,  56.168,   21,     2.1, 34
   126.5,0.006867,-0.000804,  0,0.034362,-0.000889,  56.164,   21,     2.1, 34
   127.0,0.006858,-0.000807,  0,0.034272,-0.000891,  56.159,   21,     2.1, 34
   127.5,0.006848,-0.000808,  0,0.036165,-0.000855,  56.153,   21,     2.1, 34
   128.0,0.006850,-0.000807,  0,0.034254,-0.000915,  56.155,   21,     2.1, 34
   128.5,0.006852,-0.000794,  0,0.030493,-0.000941,  56.151,   21,     2.1, 34
   129.0,0.006850,-0.000800,  0,0.034344,-0.000915,  56.153,   22,     2.2, 34
   129.5,0.006844,-0.000811,  0,0.034353,-0.000922,  56.157,   22,     2.2, 34
   130.0,0.006846,-0.000813,  0,0.030520,-0.000877,  56.151,   21,     2.2, 34
   130.5,0.006838,-0.000807,  0,0.030411,-0.000860,  56.153,   22,     2.2, 34
   131.0,0.006838,-0.000816,  0,0.030393,-0.000882,  56.154,   22,     2.2, 34
   131.5,0.006847,-0.000810,  0,0.032332,-0.000910,  56.157,   22,     2.2, 34
   132.0,0.006841,-0.000813,  0,0.034290,-0.000911,  56.156,   21,     2.2, 34
   132.5,0.006845,-0.000803,  0,0.034254,-0.000903,  56.155,   21,     2.2, 34
   133.0,0.006833,-0.000798,  0,0.030502,-0.000915,  56.150,   22,     2.2, 34
   133.5,0.006847,-0.000805,  0,0.032450,-0.000992,  56.158,   22,     2.2, 34
   134.0,0.006853,-0.000813,  0,0.034344,-0.000944,  56.160,   22,     2.2, 34
   134.5,0.006853,-0.000806,  0,0.030420,-0.000949,  56.159,   22,     2.2, 34
   135.0,0.006846,-0.000819,  0,0.030393,-0.000954,  56.155,   22,     2.3, 34
   135.5,0.006851,-0.000816,  0,0.032360,-0.000932,  56.155,   22,     2.3, 34
   136.0,0.006837,-0.000810,  0,0.034362,-0.000920,  56.147,   22,     2.3, 34
   136.5,0.006850,-0.000805,  0,0.030502,-0.000936,  56.155,   21,     2.3, 34
   137.0,0.006842,-0.000800,  0,0.030447,-0.000972,  56.149,   21,     2.3, 34
   137.5,0.006844,-0.000795,  0,0.032332,-0.000977,  56.156,   21,     2.3, 34
   138.0,0.006850,-0.000803,  0,0.030393,-0.001001,  56.154,   21,     2.3, 34
   138.5,0.006844,-0.000811,  0,0.032360,-0.000913,  56.150,   22,     2.3, 34
   139.0,0.006858,-0.000800,  0,0.038275,-0.000853,  56.149,   21,     2.3, 34
   139.5,0.006862,-0.000807,  0,0.036292,-0.000846,  56.147,   22,     2.3, 34
   140.0,0.006851,-0.000806,  0,0.034290,-0.000815,  56.146,   22,     2.3, 34
   140.5,0.006852,-0.000803,  0,0.032360,-0.000879,  56.142,   22,     2.3, 34
   141.0,0.006858,-0.000812,  0,0.030466,-0.000925,  56.147,   21,     2.3, 34
   141.5,0.006858,-0.000809,  0,0.034299,-0.000908,  56.145,   22,     2.4, 34
   142.0,0.006854,-0.000796,  0,0.034254,-0.000886,  56.143,   22,     2.4, 34
   142.5,0.006872,-0.000793,  0,0.032314,-0.000855,  56.149,   22,     2.4, 34
   143.0,0.006878,-0.000787,  0,0.034344,-0.000848,  56.149,   21,     2.4, 34
   143.5,0.006868,-0.000787,  0,0.034281,-0.000827,  56.150,   21,     2.4, 34
   144.0,0.006854,-0.000781,  0,0.034217,-0.000839,  56.151,   22,     2.4, 34
   144.5,0.006869,-0.000790,  0,0.034226,-0.000839,  56.159,   22,     2.4, 34
   145.0,0.006869,-0.000803,  0,0.030520,-0.000877,  56.166,   22,     2.4, 34
   145.5,0.006860,-0.000806,  0,0.034317,-0.000849,  56.163,   21,     2.4, 34
   146.0,0.006859,-0.000803,  0,0.034290,-0.000882,  56.166,   22,     2.4, 34
   146.5,0.006866,-0.000802,  0,0.034317,-0.000959,  56.165,   22,     2.4, 34
   147.0,0.006862,-0.000797,  0,0.030447,-0.000958,  56.166,   22,     2.5, 34
   147.5,0.006872,-0.000789,  0,0.034380,-0.000863,  56.156,   22,     2.5, 34
